주문 항목 1,한여름의 나낭나,"한여름의 나낭나. 이거 자기한테 딱이다. 그치?
왜 그래~ 주책이야 진짜","역시 우리 자기가 안목이 있다니까?
그치? 자기같이 상큼한 사람은 이게 최고야","저기요, 얼음 상태가...우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 잔 상태가...우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 잔이랑 얼음 상태가...우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","주문 상태가...
자기야, 여기 별로지? 미안해
왜 자기가 사과를 해. 괜찮아. 
자기 잘못 아니잖아"
주문 항목 2,코튼 사워,"코튼 사워 한잔이요
코튼 사워가 좋아, 내가 좋아? 
질투하는 거야? 귀엽게","맛있다!
진짜? 나도 맛 볼래
안돼.
힝...
장난이야","저기요, 얼음 상태가...우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 잔 상태가...우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 잔이랑 얼음 상태가...우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 우리 자기는 완벽한 것만 먹는다구요!
아, 괜찮아
이정도 가게에서 뭘.","저기요, 이런 식이면 다신 안올거에요!
아, 됐어, 됐어. 빨리 가자."
주문 항목 3,브리즈 니트,"브리즈 니트로 괜찮아? 자기한테 너무 독한 거 아니겠지?
당연하지! 나 니트 엄청 좋아해
진짜? 우리 자기 멋지다","...니트 괜찮아?
응, 한번 마셔볼래?
아, 아니. 자기 다 마셔
뭐야, 자기가 니트 못 마시는 거였어?
못마신다니!...그냥 취, 취향에 안맞는 거야","니트에 웬 얼음이...
내가 따질까?
됐어. 금방 마시고 가지 뭐","니트에 웬 잔이...
내가 따질까?
됐어. 금방 마시고 가지 뭐","니트에 웬 얼음에다가 이런 잔이...
내가 따질까?
됐어. 금방 마시고 가지 뭐","니트가 뭔 이런 맛이...
내가 따질까?
됐어. 금방 마시고 가지 뭐","저기요, 이런 식이면 다신 안올거에요!
아, 됐어, 됐어. 빨리 가자."
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 분위기,화려한,"우리 자기만큼 화려한 거 하나 주세요
좀 어려우려나
왜 자기, 안된대?
아니? 괜찮대! 아무리 화려해도 자기보단 못하겠지만","꽤 화려한데 우리 자기한텐 못 미치는 걸?
뭐야~ 됐거든?
뭐, 나쁘진 않네","꽤 화려한데 우리 자기한텐 훨씬 못 미치는 걸?
뭐야~ 됐거든?
뭐, 얼음빼곤 나쁘진 않네","꽤 화려한데 우리 자기한텐 훨씬 못미치는 걸?
뭐야~ 됐거든?
뭐, 잔빼곤 나쁘진 않네","꽤 화려한데 우리 자기한텐 훨씬 못미치는 걸?
뭐야~ 됐거든?
뭐, 잔이랑 얼음빼곤 나쁘진 않네","우리 자기한테 비교도 실례인 걸?
뭐야~ 됐거든?
뭐, 마실만은 하네","고르고 고른 데가 겨우 여기야?
미안 이렇게 엉망일줄은 몰랐지.."
주문 항목 7: 분위기,,,,,,,,
근로자들_리틀핍,주문 항목,,,,,,,
주문 항목 1,번햄 사워,저...번햄 사워 하나 주시겠어요?,맛..있네요...아주 좋아요,...얼음이 빠졌는데요...괜찮아요...!,...잔이 달라졌는데요...괜찮아요...!,...얼음이 빠지고 잔이 달라졌는데요...괜찮아요...!,...이렇게 시킨건 아닌 것 같은데...괜찮아요...!,...이정돈 저도 할 수 있겠어요
주문 항목 2,코튼 사워,코튼 사워...있나요?,다...다음에 또 올게요!,...얼음이 빠졌는데요...괜찮아요...!,...잔이 달라졌는데요...괜찮아요...!,...얼음이 빠지고 잔이 달라졌는데요...괜찮아요...!,...이렇게 시킨건 아닌 것 같은데...괜찮아요...!,...이건 심하지 않은가요...
주문 항목 3,레몬 피즈,...레폰 피즈...하나요...,레몬 피즈...잘 만드시네요,...얼음이 빠졌는데요...괜찮아요...!,...잔이 달라졌는데요...괜찮아요...!,...얼음이 빠지고 잔이 달라졌는데요...괜찮아요...!,...이렇게 시킨건 아닌 것 같은데...괜찮아요...!,...그래도 9번가에서 최악은 아니에요...
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,새큼함_Sourness,새큼한 거면 좋겠는데요...,딱 원했던 그대로에요,...얼음이...이게 아니지 않나요...?,...잔이...이게 아니지 않나요...?,...얼음이랑 잔이...이게 아니지 않나요...?,...제가 주문한 게...이게 아니지 않나요...?,...이정돈 저도 할 수 있겠어요
주문 항목 7: 분위기,포근한,포근한 느낌이 드는 거...괜찮을까요...,기대한 거 그 이상이에요...,...얼음이...이게 아니지 않나요...?,...잔이...이게 아니지 않나요...?,...얼음이랑 잔이...이게 아니지 않나요...?,...제가 주문한 게...이게 아니지 않나요...?,...이정돈 저도 할 수 있겠어요
근로자들_마란,주문 항목,,,,,,,
주문 항목 1,바하 니트,자네가 타주는 바하 니트가 먹고 싶구만,자네가 만들어서 더 맛있는 것 같구만,얼음은 신경쓰지말게. 이정도면 충분하니까,잔은 신경쓰지말게. 이정도면 충분하니까,잔이랑 얼음은 신경쓰지말게. 이정도면 충분하니까,신경쓰지말게. 이정도면 마시기엔 충분해,다음에 더 신경써서 만들어줘
주문 항목 2,셰이디,셰이디 한 잔만 부탁해,아주 멋지게 타줘서 고맙네,얼음은 신경쓰지말게. 이정도면 충분하니까,잔은 신경쓰지말게. 이정도면 충분하니까,잔이랑 얼음은 신경쓰지말게. 이정도면 충분하니까,신경쓰지말게. 이정도면 마시기엔 충분해,이거 어쩌나...
주문 항목 3,아이리시 커피,지난번에 추천해 준 아이리시 커피 한번 내와주게,아아리시 커피 참 맛있구만,얼음은 신경쓰지말게. 이정도면 충분하니까,잔은 신경쓰지말게. 이정도면 충분하니까,잔이랑 얼음은 신경쓰지말게. 이정도면 충분하니까,신경쓰지말게. 이정도면 마시기엔 충분해,다음에 더 신경써서 만들어줘
주문 항목 4,핫 테디,"뜨끈한 게 먹고 싶은데, 핫테디로 주겠나?","음, 자네처럼 따뜻한 좋은 술이야.",모든 게 완벽할 순 없지,모든 게 완벽할 순 없지,모든 게 완벽할 순 없지,모든 게 완벽할 순 없지,누구나 어설플 때는 있는 법이지
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
근로자들_가를,주문 항목,,,,,,,
주문 항목 1,한여름의 나낭나,한여름의 나낭나 한 잔 주시겠어요?,향긋하고..아름다운 한 잔이에요,"향이 좋군요. 아, 얼음은 조금 아쉽네요","향이 좋군요. 아, 잔은 조금 아쉽네요","향이 좋군요. 아, 얼음과 잔은 조금 아쉽네요",향에 비해 좀 아쉽네요,어쩌면 이 한 잔에도 제가 모르는 의미가 있겠죠...
주문 항목 2,한여름의 주스,"수고가 많으시네요
저는 한여름의 주스로 하나 주세요",완벽한 한 잔이에요,완벽함에서 변주를 주는 것도 가끔은 괜찮은 일이죠,완벽함에서 변주를 주는 것도 가끔은 괜찮은 일이죠,완벽함에서 변주를 주는 것도 가끔은 괜찮은 일이죠,완벽함에서 변주를 주는 것도 가끔은 괜찮은 일이죠,목넘김이 쉽진 않네요
주문 항목 3,레몬 피즈,레몬 피즈 하나면 충분합니다,덕분에 잘 마셨습니다,"향이 좋군요. 아, 얼음은 조금 아쉽네요","향이 좋군요. 아, 잔은 조금 아쉽네요","향이 좋군요. 아, 얼음과 잔은 조금 아쉽네요",향에 비해 좀 아쉽네요,어쩌면 이 한 잔에도 제가 모르는 의미가 있겠죠...
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,달콤함_Sweetness,"달콤한 거 아무거나...
라고 주문해도 괜..찮겠죠?",감각이 아주 좋으시군요,"향이 좋군요. 아, 얼음은 조금 아쉽네요","향이 좋군요. 아, 잔은 조금 아쉽네요","향이 좋군요. 아, 얼음과 잔은 조금 아쉽네요",향에 비해 좀 아쉽네요,어쩌면 이 한 잔에도 제가 모르는 의미가 있겠죠...
주문 항목 7: 분위기,포근한,포근한 느낌이 필요할 때 주로 뭘 드시나요?,아주 포근하고 풍족한 한 잔이었어요,"향이 좋군요. 아, 얼음은 조금 아쉽네요","향이 좋군요. 아, 잔은 조금 아쉽네요","향이 좋군요. 아, 얼음과 잔은 조금 아쉽네요",향에 비해 좀 아쉽네요,어쩌면 이 한 잔에도 제가 모르는 의미가 있겠죠...
근로자들_사바온,주문 항목,,,,,,,
주문 항목 1,바하 니트,음...오늘은 바하 니트가 좋겠다고 하시는군,기대에 충족하셨습니까,얼음은 한번 확인해보게,잔은 한번 확인해보게,잔이랑 얼음은 한번 확인해보게,좀 아쉽군,이런 식이면 오래는 못가겠군
주문 항목 2,셰이디,셰이디 한 잔. 그닥 자신있는 눈빛은 아닌데.,내가 잘못봤군. 이정도는 쉽다는 거였나?,좀 더 자신감을 가지게. 이정도면 괜찮아,좀 더 자신감을 가지게. 이정도면 괜찮아,좀 더 자신감을 가지게. 이정도면 괜찮아,레시피도 더 숙달하게,재앙이 깃들었나?
주문 항목 3,핫 테디,핫 테디라면...그것들도 좋아하겠지,충준히 만족할만한 맛이야,얼음은 한번 확인해보게,잔은 한번 확인해보게,잔이랑 얼음은 한번 확인해보게,좀 아쉽군,이런 식이면 오래는 못가겠군
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,달큰함_Honeyed,달큰한 거 하나. 자네 스스로 답을 찾아보게나 ,완벽한 해답일세,이정도면 좋은 답일세. 얼음은 한번 확인해보게,이정도면 좋은 답일세. 잔은 한번 확인해보게,이정도면 좋은 답일세. 잔이랑 얼음은 한번 확인해보게,이런 해답은 아쉽군,이런 식이면 오래는 못가겠군
주문 항목 7: 분위기,,,,,,,,
근로자들_요릭,주문 항목,,,,,,,
주문 항목 1,갓로드,요즘 우리가게 사람들이 다 갓로드를 추천하더라고,"캬, 이거 우리 가게에서 팔고 싶을 정도야","얼음은 좀 아쉽지만, 확실히 추천할만 하네","잔은 좀 아쉽지만, 확실히 추천할만 하네","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네",생각보단 아쉽지만 마실만은 하네,음..오늘은 컨디션이 좀 별론가 봐?
주문 항목 2,번햄 사워,다른 손님들이 여기 번햄 사워가 최고래!,우리 가게에서도 여기 추천해줘야겠어!,얼음빼고도 이정도면 괜찮은데?,이 잔으로도 이정도면 괜찮은데?,이정도면 괜찮은데?,맛만 생각하면 괜찮은데?,"크, 크흠...다음에 다시 올게"
주문 항목 3,번햄 버번 온더락,"번햄 버번 온더락으로
같은 업자끼리 잘 부탁한다고.",크. 이렇게 완벽한 바가 우리 옆집이라니.,"얼음은 좀 아쉽지만, 확실히 추천할만 하네","잔은 좀 아쉽지만, 확실히 추천할만 하네","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네",생각보단 아쉽지만 마실만은 하네,장사가 쉬운게 아니라고
주문 항목 4,조니 독스 온더락,9번가 상인이면 조니 독스 온더락은 마셔줘야지,훌륭한 9번가 상인들의 맛이야!,"얼음은 좀 아쉽지만, 확실히 추천할만 하네","잔은 좀 아쉽지만, 확실히 추천할만 하네","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네",생각보단 아쉽지만 마실만은 하네,음..오늘은 컨디션이 좀 별론가 봐?
주문 항목 5,,,,,,,,
주문 항목 6: 맛,달콤함_Sweetness,달콤한 거 아무거나!...너무 진상같으려나?,끝내 주는데!,"얼음은 좀 아쉽지만, 확실히 추천할만 하네","잔은 좀 아쉽지만, 확실히 추천할만 하네","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네",생각보단 아쉽지만 마실만은 하네,음..오늘은 컨디션이 좀 별론가 봐?
주문 항목 7: 분위기,청량한,"음식 냄새를 너무 맡아 미칠 지경이야
싹 내려가게 청량한 거 하나로 줘!",아주 찰떡인데!,"얼음은 좀 아쉽지만, 확실히 추천할만 하네","잔은 좀 아쉽지만, 확실히 추천할만 하네","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네",생각보단 아쉽지만 마실만은 하네,음..오늘은 컨디션이 좀 별론가 봐?
근로자들_요리카,주문 항목,,,,,,,
주문 항목 1,갓로드,"여기가 동생이 말한 곳이군요
제 동생이 갓로드를 추천하더라고요",왜 그렇게 극찬했는지 알겠네요,"얼음은 좀 아쉽지만, 확실히 추천할만 하네요","잔은 좀 아쉽지만, 확실히 추천할만 하네요","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네요",생각보단 아쉽지만 마실만은 하네요,음..오늘은 컨디션이 좀 별론가 보네요
주문 항목 2,번햄 사워,손님들이 그렇게 얘기하는 번햄 사워 한 잔 맛보고 싶네요,저도 손님들에게 이걸 추천해줘야겠어요,얼음빼고도 이정도면 괜찮은데요?,이 잔으로도 이정도면 괜찮은데요?,이정도면 괜찮은데요?,맛만 생각하면 괜찮은데요?,"크, 크흠...다음에 다시 올게요"
주문 항목 3,번햄 버번 온더락,번햄 버번 온더락 한잔으로 부택해요,자주 오고 싶어지는 맛이에요.,"얼음은 좀 아쉽지만, 확실히 추천할만 하네요","잔은 좀 아쉽지만, 확실히 추천할만 하네요","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네요",생각보단 아쉽지만 마실만은 하네요,장사가 쉬운게 아니랍니다
주문 항목 4,조니 독스 온더락,"여기 상인들은 꼭 조니 독스 온더락을 한번씩 마신다더군요
저도 그걸로 하나 주세요",상인들이 뭘 좀 아는군요,"얼음은 좀 아쉽지만, 확실히 추천할만 하네요","잔은 좀 아쉽지만, 확실히 추천할만 하네요","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네요",생각보단 아쉽지만 마실만은 하네요,음..오늘은 컨디션이 좀 별론가 보네요
주문 항목 5,,,,,,,,
주문 항목 6: 맛,달콤함_Sweetness,"그쪽은 혹시 동생이 있나요?
동생이랑 달콤한 거면 아무거나 좋아하는 취향도 닮아서 고민이에요",끝내 주네요! 동생도 좋아할 것 같아요,"얼음은 좀 아쉽지만, 확실히 추천할만 하네요","잔은 좀 아쉽지만, 확실히 추천할만 하네요","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네요",생각보단 아쉽지만 마실만은 하네요,음..오늘은 컨디션이 좀 별론가 보네요
주문 항목 7: 분위기,청량한,"오늘 음식 냄새를 너무 맡았어요
싹 내려가게 청량한 거 하나로 줄래요?","음, 정말 찰떡이에요","얼음은 좀 아쉽지만, 확실히 추천할만 하네요","잔은 좀 아쉽지만, 확실히 추천할만 하네요","잔이랑 얼음은 좀 아쉽지만, 맛은 추천할만 하네요",생각보단 아쉽지만 마실만은 하네요,음..오늘은 컨디션이 좀 별론가 보네요
근로자들_로우파,주문 항목,,,,,,,
주문 항목 1,한여름의 나낭나,어디보자...한여름의 나낭나! 지구의 과일 이름이래!,"이럴수가...
맛도 좋잖아! 완벽해! 진짜 나낭나는 이런 맛일까?",조금 미지근 하지만 이것도 나름인걸?,잔이 조금 어색하지만 이것도 나름인걸?,미지근한 술을 이런 잔에 담아주는게 조금 어색하지만 이것도 나름인걸?,생각한 맛은 아니긴 하지만 이것도 나름인걸?,이런 장난은 좀..재미없는걸
주문 항목 2,바하 온더락,바하 온더락 한잔! 부탁이야.,"크, 최고야! 아 참, 그거 알아?
바하는 생명이라는 뜻이래! 왜인지 알것 같아!",조금 미지근 하지만 이것도 나름인걸?,잔이 조금 어색하지만 이것도 나름인걸?,미지근한 술을 이런 잔에 담아주는게 조금 어색하지만 이것도 나름인걸?,생각한 맛은 아니긴 하지만 이것도 나름인걸?,좀 더 연구해야겠는데?
주문 항목 3,번햄 버번 온더락, 버번? 버번이 무슨 뜻일까? 번햄 버번 온더락 한 잔! ,"으흠~ 너무 좋은데?
어디서 들었는데 어떤 지명 이름이래!",옛날 지구에서도 얼음을 뺐으려나?,옛날 지구에서도 이런 잔에 줬으려나?,옛날 지구에서도 얼음빼고 이런 잔에 줬으려나?,옛날 지구에서도 이런 식으로 줬으려나?,이런 장난은 좀..재미없는걸
주문 항목 4,갓로드,"음...갓파더.. 아니, 갓로드! 이걸로 줘.","갓로드! 아주 성공적인 맛이야.
근데 이거 원래 이름은 갓파더래!",조금 미지근 하지만 이것도 나름인걸?,잔이 조금 어색하지만 이것도 나름인걸?,미지근한 술을 이런 잔에 담아주는게 조금 어색하지만 이것도 나름인걸?,생각한 맛은 아니긴 하지만 이것도 나름인걸?,이런 장난은 좀..재미없는걸
주문 항목 5,아이리시 커피,"있잖아, 이 아이리시가 무슨 뜻일까?
아이리시 커피...일단 시켜놓고 생각해볼게!","음..생각해봐도 모르겠어.
그치만 음료는 완벽한 걸!","내 연구에 따르면, 얼음이 틀린 것 같아","내 연구에 따르면, 잔이 틀린 것 같아","내 연구에 따르면, 잔이랑 얼음이 틀린 것 같아","내 연구에 따르면, 내가 시킨 메뉴랑은 다른 것 같아",이런 장난은 좀..재미없는걸
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
근로자들_과묵한남성,주문 항목,,,,,,,
주문 항목 1,번햄 버번 니트,"...번햄 버번. 독한 걸로 내와. 
니트말이야.",...솜씨 좋군.,...얼음,...잔,...얼음이랑 잔,...엉터리네,다 때려 부수고 싶지만...
주문 항목 2,갓로드,...갓로드. 다시 묻지는 말고.,...맛있군.,얼음 틀렸어,잔 틀렸어,잔이랑 얼음 틀렸어,이건 답이 아니야,끔찍하군
주문 항목 3,번햄 사워,...번햄 사워. 내와.,...나쁘지 않군. ,...얼음,...잔,...얼음이랑 잔,...엉터리네,다 때려 부수고 싶지만...
주문 항목 4,조니 독스 온더락,...조니 독스 온더락으로.,...솜씨 좋군.,...얼음,...잔,...얼음이랑 잔,...엉터리네,다 때려 부수고 싶지만...
주문 항목 5,아이리시 커피,...아이리시  커피 좋지.,...솜씨 좋군.,...얼음,...잔,...얼음이랑 잔,...엉터리네,다 때려 부수고 싶지만...
주문 항목 6: 맛,달큰함_Honeyed,아무거나...달콤한 걸로.,...솔직히 아주 괜찮아,...얼음,...잔,...얼음이랑 잔,...엉터리네,다 때려 부수고 싶지만...
주문 항목 7: 분위기,,,,,,,,
근로자들_케스,주문 항목,,,,,,,
주문 항목 1,조니 독스 니트,오빠가 조니 독스 니트로 한번 마셔보래요,멋진 한 잔이네요!,"살짝 달라지긴 했지만, 괜찮아요!","살짝 달라지긴 했지만, 괜찮아요!","살짝 달라지긴 했지만, 괜찮아요!","음, 좀 달라지긴 했지만, 괜찮아요!",다시 올 때는 좀 더 확실하게 부탁드려요
주문 항목 2,한여름의 주스,이런 날엔 한여름의 주스가 짱이죠. 그렇지 않나요?,심신을 위로해주는 한잔이네요,"얼음이 달라지긴 했지만, 맛있는 걸요","잔이 달라지긴 했지만, 맛있는 걸요","얼음하고 잔이 달라지긴 했지만, 맛있는 걸요","음, 좀 달라지긴 했지만, 먹을 순 있겠어요",레시피 다시 읽어보는 게 어때요?
주문 항목 3,한여름의 나낭나,후..한여름의 나낭나 한 잔 마셔야 힘이 나겠어요,먹고 힘내기에 충분해요! 감사합니다,"살짝 달라지긴 했지만, 괜찮아요!","살짝 달라지긴 했지만, 괜찮아요!","살짝 달라지긴 했지만, 괜찮아요!","음, 좀 달라지긴 했지만, 괜찮아요!",다시 올 때는 좀 더 확실하게 부탁드려요
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
근로자들_데미스,주문 항목,,,,,,,
주문 항목 1,한여름의 주스,"아이가 먹을 만한 메뉴도 있나?
아, 한여름의 주스 이거 좋겠군.",후후. 아이도 만족하는 것 같구만,"얼음은 일부러 뺀 건가? 
차가운 건 신경쓰지 않아도 되네","잔은 일부러 바꾼건가? 
마시는 건 신경쓰지 않아도 되네",잔은 일부러 바꾼건가? 얼음도 빠졌고 말이야.,"아이 때문에 일부러 바꾼건가? 
그런 건 신경쓰지 않아도 되네",좀 더 바텐더로써 사명감을 가져주게
주문 항목 2,레몬 피즈,레몬 피즈 하나 주시오.,육아를 하다보면 이렇게 완벽한 일탈이 그리워진다고,"누구나 깜빡할 때가 있기 마련이지
여기 이 얼음처럼","누구나 깜빡할 때가 있기 마련이지
여기 이 잔처럼","누구나 깜빡할 때가 있기 마련이지
여기 이 잔이나 얼음처럼","누구나 깜빡할 때가 있기 마련이지
여기 이 칵테일처럼.",아이도 맘에 안들어 하는군
주문 항목 3,,,,,,,,
주문 항목 4,,,,,,,,
주문 항목 5,,,,,,,,
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
아무개들_과묵한남성,주문 항목,,,,,,,
주문 항목 1,셰이디,...셰이디. 괜찮겠지?,...또 와도 되겠어.,...나쁘진 않네. 얼음. 아쉽지만.,...나쁘진 않네. 잔. 아쉽지만.,...나쁘진 않네. 얼음에 잔. 아쉽지만.,...진심이야?,...이건 심하잖아
주문 항목 2,갓로드,...갓로드. 되겠지?,...잘 만드는군. 바텐더,얼음 빼곤 마실만 해.,잔만 빼곤 마실만 해.,마실만 해.,...진심인가?,...나보다 독한 놈이군
주문 항목 3,,,,,,,,
주문 항목 4,,,,,,,,
주문 항목 5,로닌즈,...로닌즈.,...좋군.,...나쁘진 않네. 얼음. 아쉽지만.,...나쁘진 않네. 잔. 아쉽지만.,...나쁘진 않네. 얼음에 잔. 아쉽지만.,...진심이야?,...이건 심하잖아
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,,,,,,,,
아무개들_과격한남성,주문 항목,,,,,,,
주문 항목 1,브리즈 니트,브리즈 니트. 두 번 말 안해.,맛이 아주 훌륭한데.,여긴 니트에 얼음도 넣나?,여긴 이걸 이런 잔에 주나?,여긴 이걸 이런 잔에 주나? 얼음은 왜 또 이 모양이야?,시킨 게 왜 이 모양이야?,이걸 돈 받고 파는 건 범죄야
주문 항목 2,브리즈 온더락,브리즈 온더락. 들었으면 빨리 내와,애송이치고는 잘 만드는군,온더락엔 얼음. 상식 아니야?,딱봐도 이 잔이 아닌 거. 모르겠어?,딱봐도 이 잔이 아닌 거. 모르겠어? 얼음도 말이야,딱봐도 틀려보이지 않아?,죽고 싶어?
주문 항목 3,셰이디,셰이디정도면 중분하겠어,이정도면 합격점이야.,셰이디엔 얼음. 상식 아니야?,여긴 이걸 이런 잔에 주나?,여긴 이걸 이런 잔에 주나? 얼음은 왜 또 이 모양이야?,시킨 게 왜 이 모양이야?,이걸 돈 받고 파는 건 범죄야
주문 항목 4,보일링 포인트,보일링 포인트. 뭔지 알지?,확실히 잘 알고 있군.,보일링 포인트에 얼음 들어가는지는 몰라?,여긴 이걸 이런 잔에 주나?,여긴 이걸 이런 잔에 주나? 얼음은 왜 또 이 모양이야?,시킨 게 왜 이 모양이야?,이걸 돈 받고 파는 건 범죄야
주문 항목 5,로닌즈,로닌즈정도면 괜찮겠어. 애송이.,애송이는 아니군. 바텐더.,얼음이 빠지면 로닌즈가 아니지,여긴 이걸 이런 잔에 주나?,여긴 이걸 이런 잔에 주나? 얼음은 왜 또 이 모양이야?,시킨 게 왜 이 모양이야?,이걸 돈 받고 파는 건 범죄야
주문 항목 6: 맛,,,,,,,,
주문 항목 7: 분위기,정열적인,뭐든 정열적인 거 하나.,뭘 좀 아는군,얼음을 넣고 안 넣고는 안배웠나?,잔 종류는 안배웠나?,맛만 있다고 다 되는 게 아니라고, 이런 걸 시킨 것 같아?,이걸 돈 받고 파는 건 범죄야
아무개들_스키츠,주문 항목,,,,,,,
주문 항목 1,한여름의 나낭나,네가 타는 한여름의 나낭나는 무슨맛일까...,보기보다 능력 있구나?,여기...얼음이 뭔지 몰라?,어느 잔에 담아줘야 되는지 몰라?,"이런 잔에, 얼음은 넣는지 마는지도 몰라?",메뉴가 잘못 나왔는지도 몰라?,괜한 호기심은 화를 부른다지.
주문 항목 2,코튼 사워,나 코튼 사워를 아주 좋아한다고.,이정도면 합격이야. 축하해.,하...설마 얼음을 까먹었다는 건 아니겠지?,하...설마 잔을 헷갈렸다는 건 아니겠지?,하...설마 잔도 헷갈리고 얼음도 까먹었다는 건 아니겠지?,내 메뉴는 어따 팔아먹었어?,"오늘부터 싫어질 거 같은데. 코튼 사워도, 여기도."
