#META,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,
2,eric,,죄송할 것까지야. 늙은이 밤잠 없는 거야 흔한 일이지. 그런데 얼굴빛이 심상치 않구나. 무슨 일이라도 있니?,3,FALSE,,,,,,
3,shaun,,<b>아버지</b> 물건을 정리하다가… 이 노트를 발견했어요.,4,FALSE,,,,,,
4,eric,,"하, <b>패트릭</b> 녀석 이야기군.",5,FALSE,,,,,,
5,eric,,"그 몽상가 양반. 자식한테는 비밀로 해달라더니, 기어코 이걸 네게 남겨두고 가다니.",6,FALSE,,,play,Ep_loss,,
6,shaun,,그게 무슨 말씀이시죠?,7,FALSE,,,,,,
7,eric,,"“<b>푸른 하늘, 흙냄새가 섞인 바람, 그리고 900년 동안 잠들어 있는 진짜 보리 향기…</b>”",8,FALSE,,,,,,
8,eric,,네 아버지가 술만 마시면 늘 입버릇처럼 중얼거리던 지구의 '오도넬 양조장' 풍경이지.,9,FALSE,,,,,,
9,shaun,,전 그저… 아버지가 취해서 하시는 옛날이야기인 줄로만 알았어요.,10,FALSE,,,,,,
10,shaun,,아버지는… 지구에 가보신 적이 있으신 건가요?,11,FALSE,,,,,,
11,eric,,하하! 그럴리가. 패트릭을 무시하는건 아니지만…,12,FALSE,,,,,,
12,eric,,"섹터를 벗어나 다른 은하에 있는 폐행성에 가다니, 지금 우리들에겐 <b>말 그대로 하늘의 별 따기지.</b>",13,FALSE,,,,,,
13,shaun,,하지만 이 노트에는… 섹터 0을 탈출할 구체적인 항로와 비행선 도면까지 적혀 있었어요.,14,FALSE,,,,,,
14,eric,,단순한 헛소리는 아니었단다. 네 아버지는 연합의 감시망을 피해 평생을 준비해 왔지.,15,FALSE,,,,,,
15,eric,,그놈의 지구인지 뭔지로 돌아가기 위해서.,16,FALSE,,,,,,
16,shaun,,그런 무모한 꿈을… 왜 저한텐 한번도 말씀해주시지 않으셨던 걸까요?,17,FALSE,,,,,,
17,eric,,꿈이라는건 사람을 갉아먹는 법이지.,18,FALSE,,,,,,
18,eric,,분명 패트릭은 너한테까지 이 꿈을 남기고 싶진 않았을거다.,19,FALSE,,,,,,
19,eric,,"…목이 타는구나. 션, <b>바하 니트 </b>한 잔 내어주겠니?",20,FALSE,,,,,,
20,shaun,,물론이죠 어르신.,21,FALSE,,,,,,
21,,,,,TRUE,fn0_eric,rec_1018,,,,
21_1_1,eric,,음…향이 깊구나.,21_1_2,FALSE,,,,,,
21_1_2,eric,,"아직 네 아버지의 그 묵직한 끝맛에는 조금 못 미치지만, ",21_1_3,FALSE,,,,,,
21_1_3,eric,,"네가 담은 진심이 느껴지는구나. 고생 많았다, 션.",22,FALSE,,,,,,
21_2_1,eric,,허허... 아직은 손끝에 망설임이 있구나. ,21_2_2,FALSE,,,,,,
21_2_2,eric,,위스키는 기다림의 미학이란다. 너무 서두르지 마렴.,22,FALSE,,,,,,
21_3_1,eric,,음…나쁘진 않구나.,21_3_2,FALSE,,,,,,
21_3_2,eric,,하지만 얼음 조각이 씹히는구나. 이 칵테일에는 얼음이 들어가지 않는데 말이야.,21_3_3,FALSE,,,,,,
21_3_3,shaun,,이런.. 제 실수네요. 다음엔 더 노력해볼게요.,21_3_4,FALSE,,,,,,
21_3_4,eric,,"그래, 이제 시작이 너무 부담 갖지는 말려무나.",22,FALSE,,,,,,
21_4_1,eric,,음…나쁘진 않구나.,21_4_2,FALSE,,,,,,
21_4_2,eric,,하지만 잔이 아쉽구나. 각 칵테일에는 어울리는 잔이 있는 법이란다.,21_4_3,FALSE,,,,,,
21_4_3,shaun,,이런.. 제 실수네요. 다음엔 더 노력해볼게요.,21_4_4,FALSE,,,,,,
21_4_4,eric,,"그래, 이제 시작이 너무 부담 갖지는 말려무나.",22,FALSE,,,,,,
21_5_1,eric,,음…나쁘진 않구나.,21_5_2,FALSE,,,,,,
21_5_2,eric,,하지만 잔과 얼음이 아쉽구나. 각 위스키에는 어울리는 잔과 온도가 있는 법이란다.,21_5_3,FALSE,,,,,,
21_5_3,shaun,,이런.. 제 실수네요. 다음엔 더 노력해볼게요.,21_5_4,FALSE,,,,,,
21_5_4,eric,,"그래, 이제 시작이 너무 부담 갖지는 말려무나.",22,FALSE,,,,,,
22,f54,,"야, 션! 장사 잘 돼가?",23,FALSE,,,stop,Ep_loss,play,sfx_come_in
23,f54,,오! 에릭 어르신도 계셨네요?,24,FALSE,,,,,,
24,eric,,늘 활기차구나 f54.,25,FALSE,,,,,,
25,f54,,…어라? 둘이 왜 그렇게 심각해?,26,FALSE,,,,,,
26,eric,,마침 잘 왔다. 션이 펍을 정리하다 무언가 찾은 모양이야.,27,FALSE,,,,,,
27,f54,,"…잠깐, 이 좌표랑 도면은 뭐야?",28,FALSE,,,,,,
28,shaun,,실은 아버지의 노트를 찾았어. 아버지는 줄곧 지구로 돌아갈 계획을 세우고 계셨나봐.,29,FALSE,,,,,,
29,f54,,지구?! 그 방사능과 폐허밖에 안 남았다는 버려진 인류의 고향?,30,FALSE,,,,,,
30,eric,,"뭐, 그건 모르는 일이지. 가본 사람이 없으니.",31,FALSE,,,,,,
31,f54,,"어르신! 말도 안 되는 이야기에요! 아니, 그보다!",32,FALSE,,,,,,
32,f54,,"설마, 바보 같은 짓 하려는 건 아니지 션?",33,FALSE,,,,,,
33,shaun,,"모르겠어. 아무리 그래도, 아버지의 못다 이룬 꿈을 이대로 사라지게 두는건…",34,FALSE,,,,,,
34,f54,,"하… 영감님이 괴짜인 건 알았지만, 그런 몽상까지 꾸고 계셨을 줄이야.",35,FALSE,,,,,,
35,f54,,"무엇보다, 허가증도 없이 섹터를 뜨는 건, 걸리면 바로 즉결 처분감이라고!",36,FALSE,,,,,,
36,eric,,"자, 이제 묻겠다, 션. 이 노트를 읽고 난 지금… 너는 어떻게 할 셈이냐?",,FALSE,,,,,,
37_1_1,shaun,,아버지가 미처 끝내지 못한 항해를 제가 이어갈 거예요.,37_1_2,FALSE,,,,,,
37_1_2,shaun,,<b>지구로 갈 거예요.</b>,37_1_3,FALSE,,,,,,
37_1_3,eric,,"하하! 그래, 역시 오도넬 가문의 피는 어디 가지 않는군!",37_1_4,FALSE,,,,,,
37_1_4,eric,,눈빛이 패트릭과 꼭 닮았군!,38,FALSE,,,,,,
38,f54,,헤- 허가증 같은게 막을 눈빛이 아니네.,39,FALSE,,,,,,
39,shaun,,위험하다는 건 알아. 하지만…,40,FALSE,,,,,,
40,shaun,,평생 연합의 규칙에 숨죽이며 살고 싶진 않아. 아버지의 꿈 앞에서는 더더욱.,41,FALSE,,,,,,
41,f54,,"당장 떠날 수는 없겠지만, 항로를 뚫으려면 여러 사람들의 협조가 절대적으로 필요할 거야.",42,FALSE,,,,,,
42,f54,,나도 어떻게든 도와줄게. 내 절친이 연합 소각장에 처박히는 꼴을 보고 싶지는 않으니까.,43,FALSE,,,,,,
43,shaun,,고마워 54.,44,FALSE,,,,,,
44,eric,,추진기 정비나 부품 개조는 우리 정비소에 도와주마.,45,FALSE,,,,,,
45,eric,,그런 것들을 연합의 눈을 피해 모으려면 돈이 꽤나 들겠지만 말이다.,46,FALSE,,,,,,
46,eric,,음… 물론 54. 이건 비밀로 해주게.,47,FALSE,,,,,,
47,f54,,부분대로 합죠.,48,FALSE,,,,,,
48,eric,,"션, 네 아버지가 남긴 것은 단순한 펍 건물이 아니다. 저 머나먼 고향으로 향하는 의지 그 자체지.",49,FALSE,,,,,,
49,shaun,,"…감사합니다, 에릭 아저씨. 54 너도.",50,FALSE,,,,,,
50,f54,,고맙긴. 대신 안부 연락좀 자주 해라. 할 수 있다면…,51,FALSE,,,,,,
51,f54,,그리고… 언제든지 돌아와도 괜찮아. 여기도 네 집이잖아.,52,FALSE,,,,,,
52,shaun,,"응, 꼭 연락할게. 너무 걱정하지마.",53,FALSE,,,,,,
53,f54,,"걱정이 어떻게 안 되겠냐, 멍청아.",,FALSE,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODE_CRAFTING_BRANCHES,,,,,,,,,,,
nodeId,result,nextNodeId,flag,varChanges,,,,,,,
21,Good,21_1_1,,,,,,,,,
21,Bad,21_2_1,,,,,,,,,
21,MidIce,21_3_1,,,,,,,,,
21,MidGlass,21_4_1,,,,,,,,,
21,MidIceGlass,21_5_1,,,,,,,,,
21,MidWrongMenu,21_2_1,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODE_CHARS,,,,,,,,,,,
nodeId,characterKey,expressionKey,slotIndex,,,,,,,,
0,eric,mid,0,,,,,,,,
1,eric,mid,0,,,,,,,,
2,eric,mid,0,,,,,,,,
3,eric,mid,0,,,,,,,,
4,eric,mid,0,,,,,,,,
5,eric,mid,0,,,,,,,,
6,eric,mid,0,,,,,,,,
7,eric,mid,0,,,,,,,,
8,eric,mid,0,,,,,,,,
9,eric,mid,0,,,,,,,,
10,eric,mid,0,,,,,,,,
11,eric,good,0,,,,,,,,
12,eric,mid,0,,,,,,,,
13,eric,mid,0,,,,,,,,
14,eric,mid,0,,,,,,,,
15,eric,mid,0,,,,,,,,
16,eric,mid,0,,,,,,,,
17,eric,mid,0,,,,,,,,
18,eric,mid,0,,,,,,,,
19,eric,mid,0,,,,,,,,
20,eric,mid,0,,,,,,,,
21_1_1,eric,mid,0,,,,,,,,
21_1_2,eric,mid,0,,,,,,,,
21_1_3,eric,good,0,,,,,,,,
21_2_1,eric,bad,0,,,,,,,,
21_2_2,eric,bad,0,,,,,,,,
21_3_1,eric,mid,0,,,,,,,,
21_3_2,eric,bad,0,,,,,,,,
21_3_3,eric,bad,0,,,,,,,,
21_3_4,eric,mid,0,,,,,,,,
21_4_1,eric,mid,0,,,,,,,,
21_4_2,eric,bad,0,,,,,,,,
21_4_3,eric,bad,0,,,,,,,,
21_4_4,eric,mid,0,,,,,,,,
21_5_1,eric,mid,0,,,,,,,,
21_5_2,eric,bad,0,,,,,,,,
21_5_3,eric,bad,0,,,,,,,,
21_5_4,eric,mid,0,,,,,,,,
22,eric,mid,0,,,,,,,,
22,f54,smile,1,,,,,,,,
23,eric,good,0,,,,,,,,
23,f54,smile,1,,,,,,,,
24,eric,mid,0,,,,,,,,
24,f54,serious,1,,,,,,,,
25,eric,mid,0,,,,,,,,
25,f54,serious,1,,,,,,,,
26,eric,mid,0,,,,,,,,
26,f54,frust,1,,,,,,,,
27,eric,mid,0,,,,,,,,
27,f54,frust,1,,,,,,,,
28,eric,mid,0,,,,,,,,
28,f54,frust,1,,,,,,,,
29,eric,mid,0,,,,,,,,
29,f54,angry,1,,,,,,,,
30,eric,mid,0,,,,,,,,
30,f54,angry,1,,,,,,,,
31,eric,mid,0,,,,,,,,
31,f54,frust,1,,,,,,,,
32,eric,mid,0,,,,,,,,
32,f54,frust,1,,,,,,,,
33,eric,mid,0,,,,,,,,
33,f54,frust,1,,,,,,,,
34,eric,mid,0,,,,,,,,
34,f54,angry,1,,,,,,,,
35,eric,mid,0,,,,,,,,
35,f54,angry,1,,,,,,,,
36,eric,good,0,,,,,,,,
36,f54,frust,1,,,,,,,,
37_1_1,eric,good,0,,,,,,,,
37_1_1,f54,frust,1,,,,,,,,
37_1_2,eric,good,0,,,,,,,,
37_1_2,f54,frust,1,,,,,,,,
37_1_3,eric,good,0,,,,,,,,
37_1_3,f54,frust,1,,,,,,,,
37_1_4,eric,good,0,,,,,,,,
37_1_4,f54,frust,1,,,,,,,,
38,eric,good,0,,,,,,,,
38,f54,smile,1,,,,,,,,
39,eric,mid,0,,,,,,,,
39,f54,smile,1,,,,,,,,
40,eric,mid,0,,,,,,,,
40,f54,smile,1,,,,,,,,
41,eric,mid,0,,,,,,,,
41,f54,serious,1,,,,,,,,
42,eric,mid,0,,,,,,,,
42,f54,smile,1,,,,,,,,
43,eric,mid,0,,,,,,,,
43,f54,smile,1,,,,,,,,
44,eric,good,0,,,,,,,,
44,f54,smile,1,,,,,,,,
45,eric,mid,0,,,,,,,,
45,f54,smile,1,,,,,,,,
46,eric,mid,0,,,,,,,,
46,f54,smile,1,,,,,,,,
47,eric,mid,0,,,,,,,,
47,f54,smile,1,,,,,,,,
48,eric,good,0,,,,,,,,
48,f54,smile,1,,,,,,,,
49,eric,good,0,,,,,,,,
49,f54,smile,1,,,,,,,,
50,eric,good,0,,,,,,,,
50,f54,smile,1,,,,,,,,
51,eric,good,0,,,,,,,,
51,f54,smile,1,,,,,,,,
52,eric,good,0,,,,,,,,
52,f54,smile,1,,,,,,,,
53,eric,good,0,,,,,,,,
53,f54,smile,1,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#CHOICES,,,,,,,,,,,
nodeId,choiceIndex,buttonText,nextNodeId,setFlags,clearFlags,varChanges,,,,,
36,0,아버지가 미처 끝내지 못한 항해를 제가 이어갈 거예요.,37_1_1,,,,,,,,
,,,,,,,,,,,
#NODE_BRANCHES,,,,,,,,,,,
nodeId,requiredAllFlags,requiredAnyFlags,nextNodeId,,,,,,,,
,,,,,,,,,,,
#NODE_VAR_BRANCHES,,,,,,,,,,,
nodeId,varName,op,threshold,nextNodeId,,,,,,,
