#META,,,,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,,,,
37,f54,,5번가 담당인데 이상하게 잘 버틴다 했어. 결국 아무개들 쪽에 붙어먹은 거야?,38,FALSE,,,play,Ep_tension,,,,,
38,sally,???,손 떼.,39,FALSE,,,,,,,,,
39,f54,,하! 불법 신체 개조까지? 그럴 줄 알았어!,40,FALSE,,,,,,,,,
40,shaun,,ㅈ-잠깐 뭐가 어떻게-,41,FALSE,,,,,,,,,
41,f72,,잠시만 둘 다 진정하시고-,42,FALSE,,,,,,,,,
42,f54,,그 동전을 쓰는건 명백한 규정 위반이야!,43,FALSE,,,,,,,,,
43,f72,,너야말로 근무 중에 매일 술 마시잖아!,44,FALSE,,,,,,,,,
44,f54,,ㄱ-그건!,45,FALSE,,,,,,,,,
45,f54,,곧 근무 끝나니까 그런 거야! 그리고 이 정도는 괜찮다고-,46,FALSE,,,,,,,,,
46,f54,,아무튼! 그거랑 같아? 이건 말 그대로 처분감이야!,47,FALSE,,,,,,,,,
47,sally,???,"자코, 말만해. 쏴버릴 테니까.",48,FALSE,,,,,,,,,
48,f54,,"거기 당신, 잘 생각하는게 좋을거야. 여긴 5번가가 아니니까.",49,FALSE,,,,,,,,,
49,shaun,,모두 그만하세요!</b>,50,FALSE,,,stop,Ep_tension,,,,,
50,f72,,…,51,FALSE,,,,,,,,,
51,f54,,…,52,FALSE,,,,,,,,,
52,shaun,,"F54, 부탁할게. 가게에서 싸우면 여러모로 곤란해져.",53,FALSE,,,,,,,,,
53,shaun,,그리고 낭인 경찰 씨! 당신도 잘한 거 하나 없으니까 가만히 계세요!,54,FALSE,,,,,,,,,
54,f72,,난 아무것도-,55,FALSE,,,,,,,,,
55,sally,???,…,,FALSE,,,,,,,,,
56_1_1,shaun,,"손님, 당장 무기 안 집어넣으시면, 진짜 경찰 부를 거예요!",56_1_2,FALSE,,,,,,,,,
56_1_2,f54,,나도 진짜 경찰인데…,56_1_3,FALSE,,,,,,,,,
56_1_3,shaun,,잘 생각하세요! 여긴 9번가입니다!,56_1_4,FALSE,,,,,,,,,
56_1_4,sally,???,"...다 당신 때문이야, 자코",56_1_5,FALSE,,,,,,,,,
56_1_5,f72,,오늘은 그냥 서로 못 본 거로 하면 안 될까?,56_1_6,FALSE,,,,,,,,,
56_1_6,f72,,"나도 그냥... 퇴근하고 목이 좀 말랐을 뿐이야. 안 그래, <b>셀리</b>?",56_1_7,FALSE,,,,,,,,,
56_1_7,sally,???,"젠장, 밖에서 이름으로 부르지 말라고 몇 번을 말해",56_1_8,FALSE,,,,,,,,,
56_1_8,f72,,그렇게 말하니까 더 수상해 보이잖아!,56_1_9,FALSE,,,,,,,,,
56_1_9,sally,???,그만해 72. 용건만 끝내고 나가자고,57,FALSE,,,,,,,,,
56_2_1,shaun,,오늘은 못 본 척해드릴테니 이쯤 하세요.,56_2_2,FALSE,,,,,,,,,
56_2_2,f72,,"바텐더, 무슨 오해가 있는 모양인데, 우린 그저 술만 마시러 온 거야.",56_2_3,FALSE,,,,,,,,,
56_2_3,shaun,,일단 무기 먼저 내려놓으시고 다들 앉아보시죠.,56_2_4,FALSE,,,,,,,,,
56_2_4,f54,,하! 그냥 술만 마시러 왔다고<? 그 <b>동전</b>으로? 거짓말 할거면 조금이라도 그럴듯하게 하지 그래?,56_2_5,FALSE,,,,,,,,,
56_2_5,f72,,저-정말이야! 그렇지? <b>셀리</b>?,56_2_6,FALSE,,,,,,,,,
56_2_6,sally,???,젠장. 밖에서 이름으로 부르지 말라고 몇 번을 말해.,56_2_7,FALSE,,,,,,,,,
56_2_7,f72,,그렇게 말하니까 더 수상해 보이잖아!,56_2_8,FALSE,,,,,,,,,
56_2_8,sally,???,"그만해, 자코. 용건만 끝내고 나가자고",56_2_9,FALSE,,,,,,,,,
56_2_9,f72,,하! 셀리! 이러기야?,56_2_10,FALSE,,,,,,,,,
56_2_10,sally,???,너 같은 멍청이랑 일하면 항상 문제가 생겨,56_2_11,FALSE,,,,,,,,,
56_2_11,f54,,틀린 말은 아니군,57,FALSE,,,,,,,,,
57,f72,,"자-자, 동료끼리 너무 빡빡하게 굴지 말자고",58,FALSE,,,,,,,,,
58,f54,,닥쳐. 션을 봐서라도 넘어가 주는 거야. 허튼 수작 부리면 상부에 보고해 버릴 테니까,59,FALSE,,,,,,,,,
59,shaun,,"F54, 너도 일단 앉아. 그럼-",,FALSE,,,,,,,,,
60_1_1,shaun,,F72씨 라고 하셨나요?,60_1_2,FALSE,,,play,Ep_main_0,,,,,
60_1_2,f72,,"참, 이름으로 불러주면 좋겠는데",61,FALSE,,,,,,,,,
60_2_1,shaun,,자코씨 라고 하셨나요?,60_2_2,FALSE,,,,,,,,,
60_2_2,f72,,"맞아, 다들 그렇게 부르지",61,FALSE,,,,,,,,,
61,shaun,,그럼… 우선 뭐라도 시키시겠습니까?,62,FALSE,,,,,,,,,
62,f72,,아하! 역시 바텐더랑은 말이 통할 것 같았다니까.,63,FALSE,,,,,,,,,
63,f72,,<b>저번에 시켰던걸로 한 잔</b>! 기억하지?,,FALSE,,,,,,,,,
64_1_1,shaun,,공식 화폐로 주시죠. 대신 두 배로 받겠습니다.,64_1_2,FALSE,,,,,,,,,
64_1_2,f72,,뭐? 그건 너무하잖아! 이것도 돈이라고!,64_1_3,FALSE,,,,,,,,,
64_1_3,shaun,,펍에서 소란 피우신 값입니다.,65_money,FALSE,,,,,,,,,
64_2_1,shaun,,네. 대신 두 배로 주시죠.,64_2_2,FALSE,,,,,,,,,
64_2_2,f72,,뭐? 그건 너무하잖아!,64_2_3,FALSE,,,,,,,,,
64_2_3,shaun,,펍에서 소란 피우신 값입니다.,64_2_4,FALSE,,,,,,,,,
64_2_4,f54,,난 모른다. 뒷감당은 네가 해라.,65_coin,FALSE,,,,,,,,,
65_money,,,,,TRUE,sc1_f72,rec_1006,,,,,TRUE,Money,2
65_coin,,,,,TRUE,sc1_f72,rec_1006,,,,,TRUE,StrangeCoin,2
65_1_1,f72,,"허, 그래도 돈 아까운 맛은 아니란 말이지",66,FALSE,,,,,,,,,
65_2_1,f72,,으악… 일부러 이런 거 주는 거야?,65_2_2,FALSE,,,,,,,,,
65_2_2,f54,,꼴 좋네,66,FALSE,,,,,,,,,
65_3_1,f72,,내가 얼음을 빼달라 했던가?,65_3_2,FALSE,,,,,,,,,
65_3_2,f72,,"뭐, 그래도 돈 아까운 맛은 아니란 말이지",66,FALSE,,,,,,,,,
65_4_1,f72,,"뭐, 잔은 내 스타일은 아니지만, 돈 아까운 맛은 아니란 말이지",66,FALSE,,,,,,,,,
65_5_1,f72,,내가 얼음을 빼달라 했던가?,65_5_2,FALSE,,,,,,,,,
65_5_2,f72,,"잔도 내 스타일은 아니지만, 돈 아까운 맛은 아니란 말이지",66,FALSE,,,,,,,,,
65_6_1,f72,,저번에 먹었던거랑 맛이 다른데…,65_6_2,FALSE,,,,,,,,,
65_6_2,f54,,꼴 좋네,66,FALSE,,,,,,,,,
66,f54,,"그래서, 여긴 진짜로 왜 온 거야?",67,FALSE,,,,,,,,,
67,f72,,보는 눈이 많아서 조용히 만날 공간이 필요했을 뿐이야,68,FALSE,,,,,,,,,
68,f54,,"미안한데, 여긴 내 소중한 아지트거든? 눈독 들이지 말라고",69,FALSE,,,,,,,,,
69,f54,,그런 만남은 네 관할인 5번가에서 하지 그래? 거기야말로 UPD 사각지대잖아?,70,FALSE,,,,,,,,,
70,f72,,피해야 할 놈들이 UPD뿐만이 아니니까 그러지,71,FALSE,,,,,,,,,
71,f72,,서로를 위해 조용히 처리하는 게 좋아,72,FALSE,,,,,,,,,
72,f54,,처리?,73,FALSE,,,,,,,,,
73,f72,,"오해하지는 말라고, 물밑작업. 난 거기까지만 관여해",74,FALSE,,,,,,,,,
74,f72,,"범죄 시간, 위치 등을 미리 알 수 있으니까 보고에 안 올라가게 카메라 끄고, 순찰 인원 빼는 거지",75,FALSE,,,,,,,,,
75,f54,,자랑이냐? 뒷돈이나 받아먹으면서 당당하기는,76,FALSE,,,,,,,,,
76,f72,,"셀리 같은 애들이 길바닥에서 굶어 죽는 것보다는, 내가 적당히 눈감아주고 뒷돈 좀 챙기는 게 서로 윈윈 아니겠어?",77,FALSE,,,,,,,,,
77,sally,,"윈윈? 입 조심해, 72. 우리가 그 뒷돈을 어떻게 모으는지는 관심도 없잖아.",78,FALSE,,,,,,,,,
78,sally,,소각장에 가본적이라도 있어? 넌 그곳이 어떤지도 모르잖아,79,FALSE,,,,,,,,,
79,f54,,소각장? 너희들 설마…,80,FALSE,,,stop,Ep_main_0,,,,,
80,f54,,밀주나 밀수 정도만 손대는 줄 알았는데… 그 정도가 아닌 거야?,81,FALSE,,,,,,,,,
81,f72,,왜? 뭐가 그리 심각해? 강도질보다야 쓰레기장 뒤지는 게 괜찮지 않아?,82,FALSE,,,,,,,,,
82,f54,,"F72. 넌 여기 온지 얼마 안 돼서 잘 모르겠지만, UPD에 계속 도는 얘기가 있어.",83,FALSE,,,,,,,,,
83,f54,,"관리국 노역자들은 부상을 당하거나 과로로 쓰러지면 치료받지 못하고, 그대로 소각장에 버려져.",84,FALSE,,,,,,,,,
84,f54,,소각장에는 안구랑 장기가 사라진 시체들이 가득하대. 그래서 관리국이 몰래 장기를 빼돌리는 게 아니냐는 말이 있었어.,85,FALSE,,,,,,,,,
85,f54,,그런데 그게 관리국 짓이 아니라 너희 짓이였다고? 같은 인간끼리 그런 짓을 해?,86,FALSE,,,,,,,,,
86,f72,,"잠깐, 정말이야? 셀리?",87,FALSE,,,,,,,,,
87,sally,,닥쳐. 연합의 개새끼들한테 우리의 생존 방식을 평가받을 마음은 없어,88,FALSE,,,,,,,,,
88,sally,,살기 위해 죽은 동료의 배를 가르며 살아간다는게 어떤건지 알아?,,FALSE,,,,,,,,,
89_1_1,shaun,,살기 위한 선택을 비난할 순 없죠.,89_1_2,FALSE,,,,,,,,,
89_1_2,sally,,...,89_1_3,FALSE,,,,,,,,,
89_1_3,f54,,"션, 너까지 왜 그래? 인간으로서 넘지 말아야 할 선이라는 게 있잖아!",89_1_4,FALSE,,,,,,,,,
89_1_4,shaun,,셀리 말대로 우린 5번가의 사람들이 어떻게 살아가는지 모르잖아.,89_1_5,FALSE,,,,,,,,,
89_1_5,sally,,"바텐더, 당신... 의외로 세상의 쓴맛을 아는군.",89_1_6,FALSE,,,,,,,,,
89_1_6,shaun,,바텐더는 많은 맛에 익숙하답니다.,89_1_7,FALSE,,,,,,,,,
89_1_7,sally,,제법이군,89_1_8,FALSE,,,,,,,,,
89_1_8,f72,,그래. 5번가 애들한테 인간성을 묻는 건 너무 가혹한 일이지.,89_1_9,FALSE,,,,,,,,,
89_1_9,f72,,"하지만 셀리, 나도 그 정도일 줄은 몰랐어.",89_1_10,FALSE,,,,,,,,,
89_1_10,sally,,감 잡았으면 됐어.,89_1_11,FALSE,,,,,,,,,
89_1_11,sally,,저번에 당신이 준 정보 덕분에 오늘 몇 명은 소각장에 안 가고 편히 잠들 수 있겠지.,89_1_12,FALSE,,,,,,,,,
89_1_12,sally,,"아무튼, 시간이 늦었네. 72. 이만 가봐야겠어.",89_1_13,FALSE,,,,,,,,,
89_1_13,f72,,"잠깐, 벌써 가는 거야? 한잔하고 가지?",89_1_14,FALSE,,,,,,,,,
89_1_14,sally,,"다음에 또 보지, 바텐더.",89_1_15,FALSE,,,,,,,,,
89_1_15,f72,,"잠깐, 같이 가!",89_1_16,FALSE,,,,,,,,,
89_1_16,f54,,허.,89_1_17,FALSE,,,,,,,,,
89_1_17,f54,,"션, 이제 네 펍이니까 더 이상 상관은 안 할게",89_1_18,FALSE,,,,,,,,,
89_1_18,f54,,하지만 솔직히 네가 저놈들이랑 엮이는 건 불안해,89_1_19,FALSE,,,,,,,,,
89_1_19,f54,,나는 이 펍이 그런 끔찍한 진실을 어쩔 수 없는 일이라며 술로 씻어내는 곳이 되지 않길 바랄 뿐이야. 그러니까…,89_1_20,FALSE,,,,,,,,,
89_1_20,shaun,,무슨 말인지 알아. 걱정하지마.,89_1_21,FALSE,,,,,,,,,
89_1_21,f54,,"미안, 말이 길어졌네, 시간도 늦었는데 이만 들어가볼게.",89_1_22,FALSE,,,,,,,,,
89_1_22,f54,,션… 그- 있잖아…,89_1_23,FALSE,,,,,,,,,
89_1_23,f54,,무슨 일 있으면 꼭 연락해,,FALSE,,,,,,,,,
89_2_1,shaun,,"어떤 이유든, 범죄는 해답이 될 수 없어요.",89_2_2,FALSE,,,,,,,,,
89_2_2,shaun,,동료의 죽음을 이용해 연명하는 것보다 더 나은 방식이 있을 거예요.,89_2_3,FALSE,,,,,,,,,
89_2_3,sally,,"바텐더, 당신은 배가 불러서 그런 소릴 하는 거야.",89_2_4,FALSE,,,,,,,,,
89_2_4,sally,,"당장 내일 아침에 눈을 떴을 때, 소각장에 던져질지 걱정해 본 적 있어?",89_2_5,FALSE,,,,,,,,,
89_2_5,f54,,"션 말이 맞아. 셀리, 그렇다고 해서 네 일이 정당화되지는 않아.",89_2_6,FALSE,,,,,,,,,
89_2_6,sally,,닥쳐! 연합이 주는 콩고물이나 받아먹는 주제에 고상한 척하지 마!,89_2_7,FALSE,,,,,,,,,
89_2_7,f54,,난 연합을 위해 일하는 게 아니야. 나 자신과 내 친구들을 위해 일하는 거지.,89_2_8,FALSE,,,,,,,,,
89_2_8,shaun,,우리 모두가 마찬가지 입니다. 그렇기에 더 나은 방법이 있을거에요.,89_2_9,FALSE,,,,,,,,,
89_2_9,sally,,입 다물어.,89_2_10,FALSE,,,,,,,,,
89_2_10,sally,,"자코, 다음에 연락해. 이딴 곳에는 조금도 더 있고 싶지 않으니까.",89_2_11,FALSE,,,,,,,,,
89_2_11,f72,,셀리! 어디가! 잠깐만 기다려!,89_2_12,FALSE,,,,,,,,,
89_2_12,f54,,허.,89_2_13,FALSE,,,,,,,,,
89_2_13,f54,,"미안, 흥분해서 소란을 피워버렸네",89_2_14,FALSE,,,,,,,,,
89_2_14,shaun,,괜찮아. 오히려 네가 있어 든든하지.,89_2_15,FALSE,,,,,,,,,
89_2_15,f54,,그렇게 말해줘서 고맙네,89_2_16,FALSE,,,,,,,,,
89_2_16,f54,,앞으로도 무슨 일 있으면 꼭 연락해줘,,FALSE,,,,,,,,,
,,,,,,,,,,,,,,
#NODE_CRAFTING_BRANCHES,,,,,,,,,,,,,,
nodeId,result,nextNodeId,flag,varChanges,,,,,,,,,,
8,Good,8_1_1,,,,,,,,,,,,
8,Bad,8_2_1,,,,,,,,,,,,
8,MidIce,8_3_1,,,,,,,,,,,,
8,MidGlass,8_4_1,,,,,,,,,,,,
8,MidIceGlass,8_5_1,,,,,,,,,,,,
8,MidWrongMenu,8_2_1,,,,,,,,,,,,
65_money,Good,65_1_1,,,,,,,,,,,,
65_money,Bad,65_2_1,,,,,,,,,,,,
65_money,MidIce,65_3_1,,,,,,,,,,,,
65_money,MidGlass,65_4_1,,,,,,,,,,,,
65_money,MidIceGlass,65_5_1,,,,,,,,,,,,
65_money,MidWrongMenu,65_6_1,,,,,,,,,,,,
65_coin,Good,65_1_1,,,,,,,,,,,,
65_coin,Bad,65_2_1,,,,,,,,,,,,
65_coin,MidIce,65_3_1,,,,,,,,,,,,
65_coin,MidGlass,65_4_1,,,,,,,,,,,,
65_coin,MidIceGlass,65_5_1,,,,,,,,,,,,
65_coin,MidWrongMenu,65_6_1,,,,,,,,,,,,
,,,,,,,,,,,,,,
#NODE_CHARS,,,,,,,,,,,,,,
nodeId,characterKey,expressionKey,slotIndex,,,,,,,,,,,
0,f54,smile,2,,,,,,,,,,,
1,f54,mid,2,,,,,,,,,,,
2,f54,laugh,2,,,,,,,,,,,
3,f54,mid,2,,,,,,,,,,,
4,f54,mid,2,,,,,,,,,,,
5,f54,smile,2,,,,,,,,,,,
6,f54,mid,2,,,,,,,,,,,
7,f54,laugh,2,,,,,,,,,,,
8,f54,mid,2,,,,,,,,,,,
8_1_1,f54,smile,2,,,,,,,,,,,
8_2_1,f54,frust,2,,,,,,,,,,,
8_2_2,f54,mid,2,,,,,,,,,,,
8_2_3,f54,mid,2,,,,,,,,,,,
8_3_1,f54,smile,2,,,,,,,,,,,
8_3_2,f54,mid,2,,,,,,,,,,,
8_3_3,f54,mid,2,,,,,,,,,,,
8_3_4,f54,smile,2,,,,,,,,,,,
8_4_1,f54,smile,2,,,,,,,,,,,
8_4_2,f54,mid,2,,,,,,,,,,,
8_4_3,f54,mid,2,,,,,,,,,,,
8_4_4,f54,smile,2,,,,,,,,,,,
8_5_1,f54,frust,2,,,,,,,,,,,
8_5_2,f54,mid,2,,,,,,,,,,,
8_5_3,f54,mid,2,,,,,,,,,,,
9,f54,mid,2,,,,,,,,,,,
10,f54,serious,2,,,,,,,,,,,
11,f54,serious,2,,,,,,,,,,,
12,f54,serious,2,,,,,,,,,,,
13,f54,serious,2,,,,,,,,,,,
14,f54,serious,2,,,,,,,,,,,
15,f54,serious,2,,,,,,,,,,,
16,f54,serious,2,,,,,,,,,,,
17,f54,serious,2,,,,,,,,,,,
18,f54,serious,2,,,,,,,,,,,
19,f54,serious,2,,,,,,,,,,,
20,f54,serious,2,,,,,,,,,,,
21,f54,serious,2,,,,,,,,,,,
22,f54,serious,2,,,,,,,,,,,
23,f54,serious,2,,,,,,,,,,,
23,f72,smile,0,,,,,,,,,,,
24,f54,serious,2,,,,,,,,,,,
24,f72,smile,0,,,,,,,,,,,
24,sally,angry,1,,,,,,,,,,,
25,f54,serious,2,,,,,,,,,,,
25,f72,smile,0,,,,,,,,,,,
25,sally,angry,1,,,,,,,,,,,
26,f54,serious,2,,,,,,,,,,,
26,f72,smile,0,,,,,,,,,,,
26,sally,mid,1,,,,,,,,,,,
27_1_1,f54,angry,2,,,,,,,,,,,
27_1_1,f72,frust,0,,,,,,,,,,,
27_1_1,sally,mid,1,,,,,,,,,,,
27_1_2,f54,angry,2,,,,,,,,,,,
27_1_2,f72,frust,0,,,,,,,,,,,
27_1_2,sally,mid,1,,,,,,,,,,,
27_2_1,f54,angry,2,,,,,,,,,,,
27_2_1,f72,frust,0,,,,,,,,,,,
27_2_1,sally,mid,1,,,,,,,,,,,
27_2_2,f54,angry,2,,,,,,,,,,,
27_2_2,f72,frust,0,,,,,,,,,,,
27_2_2,sally,mid,1,,,,,,,,,,,
27_2_3,f54,angry,2,,,,,,,,,,,
27_2_3,f72,frust,0,,,,,,,,,,,
27_2_3,sally,mid,1,,,,,,,,,,,
28,f54,angry,2,,,,,,,,,,,
28,f72,frust,0,,,,,,,,,,,
28,sally,mid,1,,,,,,,,,,,
29,f54,angry,2,,,,,,,,,,,
29,f72,annoy,0,,,,,,,,,,,
29,sally,mid,1,,,,,,,,,,,
30,f54,angry,2,,,,,,,,,,,
30,f72,annoy,0,,,,,,,,,,,
30,sally,mid,1,,,,,,,,,,,
31,f54,angry,2,,,,,,,,,,,
31,f72,annoy,0,,,,,,,,,,,
31,sally,mid,1,,,,,,,,,,,
32,f54,angry,2,,,,,,,,,,,
32,f72,frust,0,,,,,,,,,,,
32,sally,mid,1,,,,,,,,,,,
33,f54,angry,2,,,,,,,,,,,
33,f72,frust,0,,,,,,,,,,,
33,sally,mid,1,,,,,,,,,,,
34,f54,angry,2,,,,,,,,,,,
34,f72,frust,0,,,,,,,,,,,
34,sally,angry,1,,,,,,,,,,,
35,f54,angry,2,,,,,,,,,,,
35,f72,frust,0,,,,,,,,,,,
35,sally,angry,1,,,,,,,,,,,
36,f54,angry,2,,,,,,,,,,,
36,f72,frust,0,,,,,,,,,,,
36,sally,angry,1,,,,,,,,,,,
37,f54_f72,fight,7,,,,,,,,,,,
37,sally,angry,1,,,,,,,,,,,
38,f54_f72,fight,7,,,,,,,,,,,
38,sally,aim,1,,,,,,,,,,,
39,f54_f72,fight,7,,,,,,,,,,,
39,sally,aim,1,,,,,,,,,,,
40,f54_f72,fight,7,,,,,,,,,,,
40,sally,aim,1,,,,,,,,,,,
41,f54_f72,fight,7,,,,,,,,,,,
41,sally,aim,1,,,,,,,,,,,
42,f54_f72,fight,7,,,,,,,,,,,
42,sally,aim,1,,,,,,,,,,,
43,f54_f72,fight,7,,,,,,,,,,,
43,sally,aim,1,,,,,,,,,,,
44,f54_f72,fight,7,,,,,,,,,,,
44,sally,aim,1,,,,,,,,,,,
