#META,,,,,,,,
episodeId,episodeTitle,firstNodeId,,,,,,
2_2_19,f72,,"빨리도 알아채는군, 바텐더. <b>자유분방</b>하다고 해주니 고맙네.",2_2_20,FALSE,,,
2_2_20,f72,,그보단 <b>문제아</b>에 가깝지. 어디서든 늘 <b>문제아</b>였거든.,2_2_21,FALSE,,,
2_2_21,f72,,애초에 경찰 같은 거에 자원한 내 잘못이지,2_2_22,FALSE,,,
2_2_22,shaun,,혹시 실례가 안 된다면 어쩌다 경찰이 되셨는지 여쭤봐도 괜찮을까요?,2_2_23,FALSE,,,
2_2_23,f72,,헤에-,2_2_24,FALSE,,,
2_2_24,f72,,가족에게서 뛰쳐나오고 싶었거든.,2_2_25,FALSE,,,
2_2_25,shaun,,가족… 이요?,2_2_26,FALSE,,,
2_2_26,f72,,우리 가족은 지독하게 지루했어. 아마 연합만큼이나.,2_2_27,FALSE,,,
2_2_27,f72,,"그래서 애써 도망쳐 나온 건데, 별반 다를 게 없네.",2_2_28,FALSE,,,
2_2_28,shaun,,도망친 곳에 낙원은 없다더니. 옛말에 틀린 말 없군요.,2_2_29,FALSE,,,
2_2_29,f72,,뭐야 그게? 늙은이 같은 말이네.,2_2_30,FALSE,,,
2_2_30,f72,,"뭐, 덕분에 뭐든 적당히 넘어가는 법을 배웠어.",2_2_31,FALSE,,,
2_2_31,f72,,바텐더는 좀 어때? 이 좁아터진 펍에서 술이나 따르고 있는 이유가 뭐야?,2_2_32,FALSE,,,
2_2_32,f72,,나처럼 숨길 수 없는 야망이라도 있는 거야?,,FALSE,,,
2_2_33_1_1,shaun,,저는 사실 -,2_2_34,FALSE,,,
2_2_33_2_1,shaun,,저도 사실-,2_2_34,FALSE,,,
2_2_34,f72,,셀리! 왔구나!,2_2_35,FALSE,,,
2_2_35,shaun,,어서오세요. 셀리씨,2_2_36,FALSE,,,
2_2_36,sally,,"72, 목소리좀 낮춰. 그리고 이름 부르지 말라고 몇 번을 말해?",2_2_37,FALSE,,,
2_2_37,f72,,에이- 이제 서로 다 아는 사이인 걸 왜그래?,2_2_38,FALSE,,,
2_2_38,sally,,그래서 문제인 거야. 아주 그냥 뒷거래한다고 소문을 내지 그래?,2_2_39,FALSE,,,
2_2_39,shaun,,걱정하지 마세요. 셀리씨. 바텐더는 입이 무거우니까요.,2_2_40,FALSE,,,
2_2_40,sally,,그건 모르는 일이지.,3,FALSE,,,
3,f72,,"참, 늘 투덜댄다니까.",4,FALSE,,,
4,sally,,"됐고, 정보부터 줘.",5,FALSE,,,
5,f72,,"좋아, 내일 새벽 동안 <b>5번가</b>의 <b>소각 처리 구역</b>에 경비를 빼줄 수 있어.",6,FALSE,,,
6,sally,,새벽 몇 시부터 몇 시까지?,7,FALSE,,,
7,f72,,1시부터 한… 5시까지?,8,FALSE,,,
8,sally,,"장난치지 말고, 똑바로 말해. 5시까지 확실한 거야?",9,FALSE,,,
9,f72,,나도 잘 몰라! 5시가 교대 시간인데 다음 사람이 늘 조금씩 일찍 온단 말이야.,10,FALSE,,,
10,f72,,아무튼! 그럼 4시까지로 해!,11,FALSE,,,
11,sally,,72. 제발 집중해. 이걸로 내 사람들의 생사가 달렸다고.,12,FALSE,,,
12,f72,,아-알았다고! 1시에서 4시! 그 시간은 확실히 경비 빼줄 수 있어.,13,FALSE,,,
13,sally,,하… 알겠어.,14,FALSE,,,
14,f72,,그리고…,15,FALSE,,,
15,sally,,또 뭐.,16,FALSE,,,
16,f72,,<b>너희 쫓는 놈이 생겼어.</b>,17,FALSE,,,
17,sally,,뭐라고?! ,18,FALSE,,,
18,f72,,<b>처분 구역 관리국</b> 놈들이겠지. 자세히는 나도 잘 몰라.,19,FALSE,,,
19,sally,,<b>DSM</b>? 똑바로 말해!,20,FALSE,,,
20,f72,,진정해! 나보다 윗선에서 오가는 얘기를 나도 겨우 엿들은 것뿐이라고!,21,FALSE,,,
21,f72,,너랑 네 친구들이 밤사이에 소각장을 드나든다고 보고가 올라갔나 봐.,22,FALSE,,,
22,sally,,네가 실수한 거 아니야? 우린 네가 알려준 시간에만 움직였단 말이야.,23,FALSE,,,
23,sally,,그리고 보고는 늘 네가 올리는 거 아니야? 뭐가 어떻게 된 거야?,24,FALSE,,,
24,f72,,말했잖아. 내 일은 2교대라니까. 녀석은 뭐랄까… 걔가 조금 귀엽게 생기긴 했는데… 직업정신이 투철해서.,25,FALSE,,,
25,sally,,그 녀석 코드명이 뭐야.,26,FALSE,,,
26,f72,,<b>워-워</b> 알아내서 뭐 어쩌려고? 내가 적당히 수습할 테니까 일 벌리지 마.,27,FALSE,,,
27,sally,,널 믿을 수가 있어야지.,28,FALSE,,,
28,sally,,...,29,FALSE,,,
29,sally,,바텐더.,30,FALSE,,,
30,sally,,설마 네가 정보를 흘린 거야?,31,FALSE,,,
31,f72,,<b>진정해 셀리!</b> 죄 없는 바텐더 한테 왜 그래?!,32,FALSE,,,
32,sally,,"쳇, 됐어. 대가는 지불했으니까 나는 빨리 여기를 떠야겠어.",33,FALSE,,,
33,sally,,그런 건 좀 미리 말하라고! 9번가까지 와서 쫓기는 중이라고 광고할 셈이야?,34,FALSE,,,
34,sally,,다음부턴…,35,FALSE,,,
35,e12,???,에헴- 크흠,36,FALSE,,,
36,e12,???,아직 영업 중인가요? 한잔하고 싶군요. ,37,FALSE,,,
37,shaun,,좋은 밤입니다. 손님. 물론입니다. 어떤 칵테일로 하시겠습니까?,38,FALSE,,,
38,e12,???,<b>네글로니</b> 하나요.,39,FALSE,,,
39,shaun,,<b>네그로니</b> 말씀이신가요? 탁월한 선택이십니다.,40,FALSE,,,
40,e12,???,그-그래! 그거야. <b>네그로니.</b> 그렇게 말했잖아.,41,FALSE,,,
41,e12,???,"바텐더, 그리고 말이죠 혹시…",42,FALSE,,,
42,e12,???,어디서 들은 이야기입니다만,43,FALSE,,,
43,e12,???,"여기, 그 <b>동전</b>도 받나요? ",,FALSE,,,
44_1_1,shaun,,죄송하지만 저희는 공식 화폐만 취급합니다.,44_1_2,FALSE,,,
44_1_2,shaun,,곤란한 일에는 엮이고 싶지 않거든요.,44_1_3,FALSE,,,
44_1_3,e12,???,그렇군요. 흠. 의외네요.,44_1_4,FALSE,,,
44_1_4,e12,???,<b>모든 지표가 여기를 가리키고 있으니 말입니다.</b>,44_1_5,FALSE,,,
44_1_5,shaun,,네? 지표라뇨?,44_1_6,FALSE,,,
44_1_6,e12,???,<b>...</b>,45,FALSE,,,
44_2_1,shaun,,"네, 받습니다.",44_2_2,FALSE,,,
44_2_2,shaun,,그나저나 소문이 빨리도 퍼지는군요.,44_2_3,FALSE,,,
44_2_3,e12,???,역시…,44_2_4,FALSE,,,
44_2_4,e12,???,<b>소문이 사실이었군요.</b>,44_2_5,FALSE,,,
44_2_5,shaun,,손님?,44_2_6,FALSE,,,
44_2_6,e12,???,<b>...</b>,45,FALSE,,,
45,e12,???,"션. 당신을 <b>불법 화폐 사용, 범죄 조직 협조</b> 및 <b>범죄 방조죄</b>로 체포합니다!",46,FALSE,,,
46,shaun,,자-잠시만요! 무슨 죄요? 당신은 누구신데 이러시죠?,47,FALSE,,,
47,e12,,<b>DSM관리국</b> 소속 UPD 경찰 <b>E12</b>입니다.,48,FALSE,,,
48,f72,,"*젠장, 셀리. 너 먼저 가봐야 할것 같은데?*",49,FALSE,,,
49,sally,,*그쯤은 알고 있어*,50_2_1,FALSE,,,
50_1_1,sally,,"*미안 바텐더, 이만 가볼게. 칵테일 잘마셨어*",51,FALSE,,,
50_2_1,sally,,*애초에 여기 또 오는 게 아니었어*,51,FALSE,,,
51,e12,,이 펍에 다량의 불법 화폐가 유통된다는 보고를 받았습니다.,52,FALSE,,,
52,e12,,고로 펍의 책임자 <b>션 오도넬</b>을 체포합니다. 협조를 명령합니다!,53,FALSE,,,
53,shaun,,전 그러니까…,54,FALSE,,,
54,e12,,발뺌할 생각하지 마십시오!,55,FALSE,,,
55,e12,,근 며칠간 공식 구매 기록도 없는 밀수품들이 <b>5번가</b>에서 여기로 배송되었단 말입니다!,56,FALSE,,,
56,e12,,물품의 정체가 뭐죠? <b>총? 폭탄?</b> 아니면… <b>사람?</b>,57,FALSE,,,
57,shaun,,"*72, 어떻게 좀 해봐요!*",58,FALSE,,,
58,f72,,*제발... 나 아는 척하지 마라... 난 지금 투명 인간이다…*,59,FALSE,,,
59,e12,,뭐라 속삭이시는 거죠!? 이상한 수작 부리지 마시…,60,FALSE,,,
60,e12,,선배..님?,61,FALSE,,,
61,shaun,,선배라니…?,62,FALSE,,,
62,f72,,아하하! <b>E12</b>!  <b>5번가 사무실</b> 말고 밖에서 보니까 반가운데?,63,FALSE,,,
63,f72,,여기서 뭐 해? 교대근무 시간 아니었던가?,64,FALSE,,,
64,e12,,"선배님이야말로 이 시간에 여기서 뭐 하시는 겁니까? 그리고, 이 바텐더랑 아시는 사이이십니까?",65,FALSE,,,
65,f72,,"아, 그게… 그러니까… 좀 복잡해! 모르는 사이는 아니라고 할 수 있지.",66,FALSE,,,
66,e12,,말 돌리지 마시고 확실히 대답해 주시죠! 뭐가 어떻게 돌아가고 있는 건지!,67,FALSE,,,
67,f72,,지-진정해! 나 술 좋아하는 거 알잖아! 그냥 근무 끝나고 몇 잔 걸치러 온 거라고!,68,FALSE,,,
68,e12,,술 한잔 드시러 5번가에서 9번가까지 멀리도 오셨군요. 그것도 온갖 밀수품이 모여드는 하필 이 펍으로요!,69,FALSE,,,
69,f72,,그-그럴 수도 있지!,70,FALSE,,,
70,e12,,선배님을 이 <b>쓰레기 범죄자 놈들</b>과 한통속이라 생각하고 싶지 않습니다.,71,FALSE,,,
71,f72,,"헤헤, 역시 빠져나가기엔 글렀나?",72,FALSE,,,
72,f72,,12. 아직 네가 잘 몰라서 그래. 그렇게 심각한 건 아니라니까.,73,FALSE,,,
73,e12,,모든 범죄는 <b>연합</b>에 반하는 심각한 죄입니다. ,74,FALSE,,,
74,e12,,용의자 션 오도넬. 당신의 범죄행각에 대해 순순히 실토할 것을 명령합니다.,75,FALSE,,,
75,e12,,변명이라도 들어야겠습니다!,,FALSE,,,
76_1_1,shaun,,말할 수 없습니다.,76_1_2,FALSE,,,
76_1_2,e12,,<b>...</b>,76_1_3,FALSE,,,
76_1_3,e12,,"차라리 잘됐습니다. 선배님, 당장 본부에 지원을-",76_1_4,FALSE,,,
76_1_4,f72,,그만해 12. 내가 다 설명할게.,76_1_5,FALSE,,,
76_1_5,e12,,선배님?,76_1_6,FALSE,,,
76_1_6,f72,,진정하고 좀 들어봐.,76_1_7,FALSE,,,
76_1_7,,,<b>E12에게 5번가 사람들과 소각장의 이야기를 설명한다…</b>,76_1_8,FALSE,,,
76_1_8,e12,,…거짓말!,76_1_9,FALSE,,,
76_1_9,f72,,정말이야. 그 사람들은 그렇게 살아가.,76_1_10,FALSE,,,
76_1_10,f72,,<b>가족이었던 이들의 시체를 파헤치면서…</b>,76_1_11,FALSE,,,
76_1_11,f72,,여기 유통되는 건 밀주들뿐이야. 기껏해봐야 불법 배양된 식물들일거야.,76_1_12,FALSE,,,
76_1_12,f72,,<b>그런 것들</b>이라도 팔지 않으면 5번가 사람들은… <b>길거리에서 죽어가겠지.</b>,76_1_13,FALSE,,,
76_1_13,e12,,그럼 바른 일을 하고 떳떳하게 살 생각을 해야죠. 연합은 모두에게 <b>평등한</b> 기회를 줬습니다!,76_1_14,FALSE,,,
76_1_14,e12,,그-그들이 뒤쳐 친 건 모두 그들의 업보입니다!,76_1_15,FALSE,,,
76_1_15,f72,,<b>평등</b>이라니 너 정말 아무것도 모르는구나.,76_1_16,FALSE,,,
76_1_16,f72,,"그럼, 실적에서 뒤처지는 놈들은 죽어도 좋다, 그거야? 그게 연합이 말하는 평등이야?",76_1_17,FALSE,,,
76_1_17,f72,,그리고 기회라니. 그 사람들이 정상적인 일자리를 가질 수 있을 것 같아?,76_1_18,FALSE,,,
76_1_18,e12,,...,76_1_19,FALSE,,,
76_1_19,f72,,그 사람들을 밑바닥으로 내몬 건 빌어먹을 <b>연합 놈들</b>이라고.,76_1_20,FALSE,,,
76_1_20,e12,,방금 그 말씀은 못 들은 걸로 하겠습니다.,76_1_21,FALSE,,,
76_1_21,f72,,너는 왜 UPD에 자원했어?,76_1_22,FALSE,,,
76_1_22,e12,,정의를 지키기 위해서입니다.,76_1_23,FALSE,,,
76_1_23,f72,,시체를 파먹고 사는 사람들을 벼랑 끝으로 내모는 게 네가 말하는 정의야?,76_1_24,FALSE,,,
76_1_24,e12,,…그렇다고 범죄가 정당화되는 건 아닙니다!,76_1_25,FALSE,,,
76_1_25,e12,,왜냐하면…그러니까…,76_1_26,FALSE,,,
76_1_26,e12,,ㅈ..젠장.,76_1_27,FALSE,,,
76_1_27,f72,,<b>...</b>,76_1_28,FALSE,,,
76_1_28,f72,,"헤, 미안 바텐더. 또 소란을 피워버렸네.",76_1_29,FALSE,,,
76_1_29,shaun,,괜찮습니다. 도와주셔서 감사해요.,76_1_30,FALSE,,,
76_1_30,f72,,고마워할 것 없어. 나도 스스로를 변호한 거니까.,76_1_31,FALSE,,,
76_1_31,f72,,"이해해 줘, 12녀석. 아직 어려서 그래.",76_1_32,FALSE,,,
76_1_32,f72,,최연소로 경찰이 된 녀석이거든. 그래서 아직 세상을 잘 몰라.,76_1_33,FALSE,,,
76_1_33,shaun,,꽤 충격받으신 모습이던데 괜찮을까요?,76_1_34,FALSE,,,
76_1_34,f72,,걱정 마. 녀석한테는 내가 또 잘 설명해 줄게.,76_1_35,FALSE,,,
76_1_35,f72,,"이런, 시간이 늦었네. 이만 들어가 볼게.",76_1_36,FALSE,,,
76_1_36,f72,,이번 일은 걱정하지마. 내가 어떻게든 잘 타일러볼게.,,FALSE,,,
76_2_1,shaun,,*54! 지금 펍에 좀 와줘!*,76_2_2,FALSE,,,
76_2_2,e12,,단말기 내려놓으십시오!,76_2_3,FALSE,,,
76_2_3,shaun,,겨-경찰에 연락한 거예요. 여기 담당은 따로 있다고요!,76_2_4,FALSE,,,
76_2_4,f72,,그-그래! 여기 우리 구역도 아니잖아?,76_2_5,FALSE,,,
76_2_5,e12,,그렇다 한들 달라지는 건 없을 겁니다!,76_2_6,FALSE,,,
76_2_6,f54,,션! 무슨일이야!,76_2_7,FALSE,,,
76_2_7,e12,,서-선배..? 선배는 왜 여기에…,76_2_8,FALSE,,,
76_2_8,f54,,너야 말로 여기서 뭐해? 여긴 네 구역도 아니잖아.,76_2_9,FALSE,,,
76_2_9,f72,,헤- 또 보네.,76_2_10,FALSE,,,
76_2_10,f54,,너는 또 왜 여기서…,76_2_11,FALSE,,,
76_2_11,f54,,하… 이런 날이 올줄 알았다니까…,76_2_12,FALSE,,,
76_2_12,e12,,역시 선배도 이놈들을 눈여겨보고 계셨군요. 지금 당장 본부에 지원을 불러야 합니다!,76_2_13,FALSE,,,
76_2_13,f54,,일단 진정해. 여긴 내 담당이야. 내가 처리해.,76_2_14,FALSE,,,
76_2_14,shaun,,...,76_2_15,FALSE,,,
76_2_15,f54,,"션, 일단 가게 셔터 내려. 잠깐 영업을 중단하자.",76_2_16,FALSE,,,
76_2_16,e12,,"선배, 이 사람이랑 알아요? 둘이 무슨 사이인 거죠?",76_2_17,FALSE,,,
76_2_17,f54,,내 구역이니까 알지.,76_2_18,FALSE,,,
76_2_18,e12,,이 사람은 범죄자입니다! 당장 체포해야 해요!,76_2_19,FALSE,,,
76_2_19,f54,,이 사람이 구체적으로 무슨 죄를 지었지?,76_2_20,FALSE,,,
76_2_20,e12,,받으면 안 되는 <b>화폐</b>를 받았습니다!,76_2_21,FALSE,,,
76_2_21,f54,,그럼 이 <b>동전</b>을 받거나 <b>방조한</b> 사람은 다 잡아가야겠네?,76_2_22,FALSE,,,
76_2_22,e12,,그야 물론입니다!,76_2_23,FALSE,,,
76_2_23,e12,,...,76_2_24,FALSE,,,
76_2_24,f54,,너 UPD가 5번가 단속을 몇년째 하는데 왜 아직도 5번가 치안이 그 모양인지 생각해본적 없어?,76_2_25,FALSE,,,
76_2_25,f54,,애초에 동전에 대한 보고가 너한테까지 버젓이 올라간거에 대해 이상한걸 못느낀거야?,76_2_26,FALSE,,,
76_2_26,f54,,섹터0의 UPD 중 몇명이나 깨끗할 것 같아?,76_2_27,FALSE,,,
76_2_27,f72,,그런눈으로 보지마! 그리 심각한거 아닌거 잘 알잖아!,76_2_28,FALSE,,,
76_2_28,e12,,...,76_2_29,FALSE,,,
76_2_29,f54,,너가 아는게 전부가 아니야. 일 커지면 다들 곤란해져. ,76_2_30,FALSE,,,
76_2_30,f54,,그리고 너 저번에 내가 실수한 거 덮어준 거 기억하지?,76_2_31,FALSE,,,
76_2_31,e12,,그건!.. 그땐 감사했습니다만…,76_2_32,FALSE,,,
76_2_32,f54,,다들 그렇게 사는거야. 너야 어떻게 볼지 모르지만 세상은 그렇게 깔끔하지만은 않게 돌아간다고..,76_2_33,FALSE,,,
76_2_33,e12,,"하…젠장, 그럼 오늘은 이만 돌아가 보겠습니다.",76_2_34,FALSE,,,
76_2_34,e12,,하지만 정말 이번 뿐입니다!,76_2_35,FALSE,,,
76_2_35,f54,,"휴, 이해해줘. 아직 어려서그래.",76_2_36,FALSE,,,
76_2_36,shaun,,방금 한 말들 다 진짜야?,76_2_37,FALSE,,,
76_2_37,f54,,응?,76_2_38,FALSE,,,
