#META,,,,,,,,
episodeId,episodeTitle,firstNodeId,,,,,,
79,f72,,"이 친구 같은 애들이 길바닥에서 굶어 죽는 것보다는, 내가 적당히 눈감아주고 뒷돈 좀 챙기는 게 서로 윈윈 아니겠어?",80,FALSE,,,
80,sally,,"윈윈? 입 조심해, 72. 우리가 그 돈을 어떻게 모으는지 관심도 없잖아.",81,FALSE,,,
81,sally,,<b>소각장</b>에 가본적이라도 있어? 너 그곳이 어떤지도 모르잖아.,82,FALSE,,,
82,f54,,<b>소각장</b>? 너희들 설마…,83,FALSE,,,
83,f54,,너희들 <b>밀주</b>나 <b>아편</b>만 손대는 줄 알았는데… 그 정도가 아닌 거야?,84,FALSE,,,
84,f72,,왜? 뭐가 그리 심각해? 강도질보다야 쓰레기장 뒤지는 게 괜찮지 않아?,85,FALSE,,,
85,f54,,"72. 넌 여기 온지 얼마 안 돼서 잘 모르겠지만, UPD에 계속 도는 얘기가 있어.",86,FALSE,,,
86,sally,,...,87,FALSE,,,
87,f72,,..?,88,FALSE,,,
88,f54,,"관리국 노역자들은 부상을 당하거나 과로로 쓰러지면 치료받지 못하고, 그대로 소각장에 버려져.",89,FALSE,,,
89,f54,,소각장에는 안구랑 장기가 다 사라진 시체들이 가득하대. 그래서 관리국이 몰래 장기를 빼돌리는 게 아니냐는 말이 있었어.,90,FALSE,,,
90,f54,,그런데 그게 관리국 짓이 아니라 너희 짓이였다고? 같은 인간끼리 그런 짓을 해?,91,FALSE,,,
91,f72,,"잠깐, 정말이야? 셀리?",92,FALSE,,,
92,sally,,<b>닥쳐</b>. <b>연합의 개새끼들</b>한테 우리가 살아가는 방식을 평가받을 마음은 없어.,93,FALSE,,,
93,sally,,살기 위해 죽은 동료의 배를 가를때의 심정을 알아? 우린 날마다 그렇게 버틴다고!,,FALSE,,,
94-1-1,shaun,,살기 위한 선택을 비난할 순 없죠.,94-1-2,FALSE,,,
94-1-2,shaun,,게다가 엄밀히 따져서 남한테 해를 끼치는 것도 아니잖아요.,94-1-3,FALSE,,,
94-1-3,sally,,...,94-1-4,FALSE,,,
94-1-4,f54,,"션, 너까지 왜 그래? 인간으로서 넘지 말아야 할 선이라는 게 있잖아!",94-1-5,FALSE,,,
94-1-5,shaun,,셀리 말대로 우린 5번가의 사람들이 어떻게 살아가는지 모르잖아.,94-1-6,FALSE,,,
94-1-6,sally,,"바텐더, 당신... 의외로 세상의 쓴맛을 아는군.",94-1-7,FALSE,,,
94-1-7,shaun,,바텐더는 많은 맛에 익숙하답니다.,94-1-8,FALSE,,,
94-1-8,sally,,"젠장, 제법이군.",94-1-9,FALSE,,,
94-1-9,f72,,"그래. 5번가 애들한테 인간성을 묻는 건 너무 가혹한 일이지. 하지만 셀리, 나도 그 정도일 줄은 몰랐어.",94-1-10,FALSE,,,
94-1-10,sally,,감 잡았으면 됐어.,94-1-11,FALSE,,,
94-1-11,sally,,저번에 당신이 준 정보 덕분에 오늘 몇 명은 소각장에 안 가고 편히 잠들 수 있겠지.,94-1-12,FALSE,,,
94-1-12,sally,,"아무튼, 시간이 늦었네. 72. 이만 가봐야겠어.",94-1-13,FALSE,,,
94-1-13,f72,,"잠깐, 벌써 가는 거야? 한잔하고 가지?",94-1-14,FALSE,,,
94-1-14,sally,,다음에 또 보자 바텐더.,94-1-15,FALSE,,,
94-1-15,f72,,"잠깐, 같이 가!",94-1-16,FALSE,,,
94-1-16,f54,,허.,94-1-17,FALSE,,,
94-1-17,f54,,"션, 이제 네 펍이니까 상관은 안 할게.",94-1-18,FALSE,,,
94-1-18,f54,,하지만 솔직히 네가 저놈들이랑 엮이는 건 불안해.,94-1-19,FALSE,,,
94-1-19,f54,,한번 마음을 내주면 너를 갉아먹을 놈들이야.,94-1-20,FALSE,,,
94-1-20,f54,,나는 이 펍이 그런 끔찍한 진실을 어쩔 수 없는 일이라며 술로 씻어내는 곳이 되지 않길 바랄 뿐이야. 그러니까…,94-1-21,FALSE,,,
94-1-21,shaun,,54.,94-1-22,FALSE,,,
94-1-22,shaun,,무슨 말인지 알아. 걱정하지마.,94-1-23,FALSE,,,
94-1-23,f54,,"미안, 말이 많아졌네, 시간도 늦었는데 이만 들어가볼게.",94-1-24,FALSE,,,
94-1-24,f54,,션… 그… 있잖아…,94-1-25,FALSE,,,
94-1-25,f54,,무슨 일 있으면 꼭 연락해.,,FALSE,,,
94-2-1,shaun,,"어떤 이유든, 범죄는 해답이 될 수 없어요.",94-2-2,FALSE,,,
94-2-2,shaun,,동료의 죽음을 이용해 연명하는 것보다 더 나은 방식이 있을 거예요.,94-2-3,FALSE,,,
94-2-3,sally,,"바텐더, 당신은 배가 불러서 그런 소릴 하는 거야. ",94-2-4,FALSE,,,
94-2-4,sally,,"당장 내일 아침에 눈을 떴을 때, 네 팔다리가 기계로 바뀔지 아니면 소각장에 던져질지 걱정해 본 적 있어?",94-2-5,FALSE,,,
94-2-5,f54,,"션 말이 맞아. 셀리, 그렇다고 해서 그런 짓이 정당화되지는 않아.",94-2-6,FALSE,,,
94-2-6,sally,,<b>닥쳐!</b> 고상한 척하지 마!,94-2-7,FALSE,,,
94-2-7,sally,,"제기랄, 역시 9번가에 오는 게 아니었어! 연합 놈들이랑 한통속이군.",94-2-8,FALSE,,,
94-2-8,f54,,난 연합놈들을 위해 일하는 게 아니야. 나 자신과 내 친구들을 위해 일하는 거지.,94-2-9,FALSE,,,
94-2-9,f54,,스스로를 위해 <b>더러운 일</b>을 하는 건 너도 마찬가지잖아.,94-2-10,FALSE,,,
94-2-10,sally,,입 다물어. 너랑 나는 하나도 안 같아.,94-2-11,FALSE,,,
94-2-11,sally,,72. 다음에 연락해. 이딴 곳에는 조금도 더 있고 싶지 않으니까.,94-2-12,FALSE,,,
94-2-12,f72,,세..셀리! 어디가! 잠깐만 기다려!,94-2-13,FALSE,,,
94-2-13,f54,,허.,94-2-14,FALSE,,,
94-2-14,f54,,아무개놈들 상황이 이 정도일 줄은 몰랐는데.,94-2-15,FALSE,,,
94-2-15,shaun,,진심이었어? 스스로를 위해 더러운 일을 한다는 말.,94-2-16,FALSE,,,
94-2-16,f54,,"…뭐, 거짓말은 아니야.",94-2-17,FALSE,,,
94-2-17,shaun,,진심이었냐니까.,94-2-18,FALSE,,,
94-2-18,f54,,"미안, 말이 많아졌네, 시간도 늦었는데 이만 들어가 볼게.",94-2-19,FALSE,,,
94-2-19,shaun,,…54. 그… 있잖아…,94-2-20,FALSE,,,
94-2-20,shaun,,무슨 일 있으면 꼭 연락해.,94-2-21,FALSE,,,
94-2-21,f54,,알았다고.,,FALSE,,,
,,,,,,,,
#NODE_CHARS,,,,,,,,
nodeId,characterKey,expressionKey,slotIndex,,,,,
0,f54,mid,2,,,,,
1,f54,mid,2,,,,,
2,f54,mid,2,,,,,
3,f54,mid,2,,,,,
4,f54,mid,2,,,,,
5,f54,mid,2,,,,,
6,f54,mid,2,,,,,
7,f54,mid,2,,,,,
8,f54,mid,2,,,,,
9,f54,mid,2,,,,,
10,f54,mid,2,,,,,
10-1-1,f54,mid,2,,,,,
10-2-1,f54,mid,2,,,,,
11,f54,mid,2,,,,,
12,f54,mid,2,,,,,
13,f54,mid,2,,,,,
14,f54,mid,2,,,,,
15,f54,mid,2,,,,,
16,f54,mid,2,,,,,
17,f54,mid,2,,,,,
18,f54,mid,2,,,,,
19,f54,mid,2,,,,,
20,f54,mid,2,,,,,
21,f54,mid,2,,,,,
22,f54,mid,2,,,,,
23,f54,mid,2,,,,,
24,f54,mid,2,,,,,
25,f54,mid,2,,,,,
26,f54,mid,2,,,,,
27,f54,mid,2,,,,,
28,f54,mid,2,,,,,
29,f54,mid,2,,,,,
30,f54,mid,2,,,,,
30,f72,mid,0,,,,,
30,sally,mid,1,,,,,
31,f54,mid,2,,,,,
31,f72,mid,0,,,,,
31,sally,mid,1,,,,,
32,f54,mid,2,,,,,
32,f72,laugh,0,,,,,
32,sally,mid,1,,,,,
33,f54,mid,2,,,,,
33,f72,laugh,0,,,,,
33,sally,mid,1,,,,,
34,f54,mid,2,,,,,
34,f72,smile,0,,,,,
34,sally,mid,1,,,,,
35,f54,mid,2,,,,,
35,f72,frust,0,,,,,
35,sally,mid,1,,,,,
36,f54,mid,2,,,,,
36,f72,frust,0,,,,,
36,sally,mid,1,,,,,
37,f54,mid,2,,,,,
37,f72,frust,0,,,,,
37,sally,mid,1,,,,,
38,f54,mid,2,,,,,
38,f72,frust,0,,,,,
38,sally,angry,1,,,,,
39,f54,mid,2,,,,,
39,f72,laugh,0,,,,,
39,sally,angry,1,,,,,
40,f54_f72,fight,7,,,,,
40,sally,angry,1,,,,,
41,f54_f72,fight,7,,,,,
41,sally,aim,1,,,,,
42,f54_f72,fight,7,,,,,
42,sally,aim,1,,,,,
43,f54_f72,fight,7,,,,,
43,sally,aim,1,,,,,
44,f54_f72,fight,7,,,,,
44,sally,aim,1,,,,,
45,f54_f72,fight,7,,,,,
45,sally,aim,1,,,,,
46,f54_f72,fight,7,,,,,
46,sally,aim,1,,,,,
47,f54_f72,fight,7,,,,,
47,sally,aim,1,,,,,
48,f54_f72,fight,7,,,,,
48,sally,aim,1,,,,,
49,f54_f72,fight,7,,,,,
49,sally,aim,1,,,,,
50,f54_f72,fight,7,,,,,
50,sally,aim,1,,,,,
51,f54_f72,fight,7,,,,,
51,sally,aim,1,,,,,
52,f54_f72,fight,7,,,,,
52,sally,aim,1,,,,,
53,f54_f72,fight,7,,,,,
53,sally,aim,1,,,,,
54,f54_f72,fight,7,,,,,
54,sally,aim,1,,,,,
55,f54_f72,fight,7,,,,,
55,sally,aim,1,,,,,
56,f54_f72,fight,7,,,,,
56,sally,aim,1,,,,,
57,f54_f72,fight,7,,,,,
57,sally,aim,1,,,,,
58-1-1,f54_f72,fight,7,,,,,
58-1-1,sally,aim,1,,,,,
58-1-2,f54_f72,fight,7,,,,,
58-1-2,sally,aim,1,,,,,
58-1-3,f54_f72,fight,7,,,,,
58-1-3,sally,aim,1,,,,,
58-1-4,f54_f72,fight,7,,,,,
58-1-4,sally,aim,1,,,,,
58-1-5,f54_f72,fight,7,,,,,
58-1-5,sally,angry,1,,,,,
58-1-6,f54_f72,fight,7,,,,,
58-1-6,sally,angry,1,,,,,
58-1-7,f54,mid,2,,,,,
58-1-7,f72,frust,0,,,,,
58-1-7,sally,angry,1,,,,,
58-1-8,f54,mid,2,,,,,
58-1-8,f72,frust,0,,,,,
58-1-8,sally,angry,1,,,,,
58-1-9,f54,mid,2,,,,,
58-1-9,f72,frust,0,,,,,
58-1-9,sally,angry,1,,,,,
58-1-10,f54,mid,2,,,,,
58-1-10,f72,frust,0,,,,,
58-1-10,sally,angry,1,,,,,
58-1-11,f54,mid,2,,,,,
58-1-11,f72,frust,0,,,,,
58-1-11,sally,mid,1,,,,,
58-2-1,f54_f72,fight,7,,,,,
58-2-1,sally,aim,1,,,,,
58-2-2,f54_f72,fight,7,,,,,
58-2-2,sally,aim,1,,,,,
58-2-3,f54_f72,fight,7,,,,,
58-2-3,sally,aim,1,,,,,
58-2-4,f54_f72,fight,7,,,,,
58-2-4,sally,aim,1,,,,,
58-2-5,f54_f72,fight,7,,,,,
58-2-5,sally,angry,1,,,,,
58-2-6,f54,mid,2,,,,,
58-2-6,f72,frust,0,,,,,
58-2-6,sally,angry,1,,,,,
58-2-7,f54,mid,2,,,,,
58-2-7,f72,frust,0,,,,,
58-2-7,sally,angry,1,,,,,
58-2-8,f54,mid,2,,,,,
58-2-8,f72,frust,0,,,,,
58-2-8,sally,angry,1,,,,,
58-2-9,f54,mid,2,,,,,
58-2-9,f72,frust,0,,,,,
58-2-9,sally,angry,1,,,,,
58-2-10,f54,mid,2,,,,,
58-2-10,f72,frust,0,,,,,
58-2-10,sally,mid,1,,,,,
58-2-11,f54,mid,2,,,,,
58-2-11,f72,devas,0,,,,,
58-2-11,sally,mid,1,,,,,
58-2-12,f54,mid,2,,,,,
58-2-12,f72,devas,0,,,,,
58-2-12,sally,angry,1,,,,,
58-2-13,f54,mid,2,,,,,
58-2-13,f72,devas,0,,,,,
58-2-13,sally,angry,1,,,,,
58-2-14,f54,mid,2,,,,,
58-2-14,f72,devas,0,,,,,
58-2-14,sally,angry,1,,,,,
58-2-15,f54,mid,2,,,,,
58-2-15,f72,devas,0,,,,,
58-2-15,sally,angry,1,,,,,
59,f54,mid,2,,,,,
59,f72,devas,0,,,,,
59,sally,angry,1,,,,,
60,f54,mid,2,,,,,
60,f72,smile,0,,,,,
60,sally,angry,1,,,,,
61,f54,mid,2,,,,,
61,f72,smile,0,,,,,
61,sally,angry,1,,,,,
62,f54,mid,2,,,,,
62,f72,laugh,0,,,,,
62,sally,angry,1,,,,,
63-1-1,f54,mid,2,,,,,
63-1-1,f72,laugh,0,,,,,
63-1-1,sally,angry,1,,,,,
63-1-2,f54,mid,2,,,,,
63-1-2,f72,devas,0,,,,,
63-1-2,sally,angry,1,,,,,
63-1-3,f54,mid,2,,,,,
63-1-3,f72,devas,0,,,,,
63-1-3,sally,angry,1,,,,,
63-2-1,f54,mid,2,,,,,
63-2-1,f72,laugh,0,,,,,
63-2-1,sally,angry,1,,,,,
63-2-2,f54,mid,2,,,,,
63-2-2,f72,devas,0,,,,,
63-2-2,sally,angry,1,,,,,
63-2-3,f54,mid,2,,,,,
63-2-3,f72,devas,0,,,,,
63-2-3,sally,angry,1,,,,,
63-2-4,f54,mid,2,,,,,
63-2-4,f72,devas,0,,,,,
63-2-4,sally,angry,1,,,,,
64,f54,mid,2,,,,,
64,f72,devas,0,,,,,
64,sally,angry,1,,,,,
64-1-1,f54,mid,2,,,,,
64-1-1,f72,smile,0,,,,,
64-1-1,sally,angry,1,,,,,
64-2-1,f54,mid,2,,,,,
64-2-1,f72,devas,0,,,,,
64-2-1,sally,angry,1,,,,,
64-2-2,f54,mid,2,,,,,
64-2-2,f72,devas,0,,,,,
64-2-2,sally,angry,1,,,,,
65,f54,mid,2,,,,,
65,f72,mid,0,,,,,
65,sally,angry,1,,,,,
66,f54,mid,2,,,,,
66,f72,mid,0,,,,,
66,sally,angry,1,,,,,
67,f54,mid,2,,,,,
67,f72,mid,0,,,,,
67,sally,angry,1,,,,,
68,f54,mid,2,,,,,
68,f72,mid,0,,,,,
68,sally,angry,1,,,,,
69,f54,mid,2,,,,,
69,f72,mid,0,,,,,
69,sally,angry,1,,,,,
70,f54,mid,2,,,,,
70,f72,mid,0,,,,,
70,sally,angry,1,,,,,
71,f54,mid,2,,,,,
71,f72,mid,0,,,,,
71,sally,angry,1,,,,,
72,f54,mid,2,,,,,
72,f72,mid,0,,,,,
72,sally,angry,1,,,,,
73,f54,mid,2,,,,,
73,f72,annoy,0,,,,,
73,sally,angry,1,,,,,
74,f54,mid,2,,,,,
74,f72,annoy,0,,,,,
74,sally,angry,1,,,,,
75,f54,mid,2,,,,,
75,f72,mid,0,,,,,
75,sally,angry,1,,,,,
76,f54,mid,2,,,,,
76,f72,mid,0,,,,,
76,sally,angry,1,,,,,
77,f54,mid,2,,,,,
77,f72,mid,0,,,,,
77,sally,angry,1,,,,,
78,f54,mid,2,,,,,
78,f72,mid,0,,,,,
78,sally,angry,1,,,,,
79,f54,mid,2,,,,,
79,f72,smile,0,,,,,
79,sally,angry,1,,,,,
80,f54,mid,2,,,,,
80,f72,smile,0,,,,,
80,sally,angry,1,,,,,
81,f54,mid,2,,,,,
81,f72,smile,0,,,,,
81,sally,angry,1,,,,,
82,f54,mid,2,,,,,
82,f72,smile,0,,,,,
82,sally,angry,1,,,,,
83,f54,mid,2,,,,,
83,f72,smile,0,,,,,
83,sally,angry,1,,,,,
84,f54,mid,2,,,,,
84,f72,annoy,0,,,,,
84,sally,angry,1,,,,,
85,f54,mid,2,,,,,
85,f72,annoy,0,,,,,
85,sally,angry,1,,,,,
86,f54,mid,2,,,,,
86,f72,annoy,0,,,,,
86,sally,mid,1,,,,,
87,f54,mid,2,,,,,
87,f72,frust,0,,,,,
87,sally,mid,1,,,,,
88,f54,mid,2,,,,,
88,f72,frust,0,,,,,
88,sally,mid,1,,,,,
89,f54,mid,2,,,,,
89,f72,frust,0,,,,,
89,sally,mid,1,,,,,
90,f54,mid,2,,,,,
90,f72,frust,0,,,,,
90,sally,mid,1,,,,,
91,f54,mid,2,,,,,
91,f72,frust,0,,,,,
91,sally,mid,1,,,,,
92,f54,mid,2,,,,,
92,f72,frust,0,,,,,
92,sally,angry,1,,,,,
93,f54,mid,2,,,,,
93,f72,frust,0,,,,,
93,sally,angry,1,,,,,
94-1-1,f54,mid,2,,,,,
94-1-1,f72,frust,0,,,,,
94-1-1,sally,angry,1,,,,,
94-1-2,f54,mid,2,,,,,
94-1-2,f72,frust,0,,,,,
94-1-2,sally,angry,1,,,,,
94-1-3,f54,mid,2,,,,,
