#META,,,,,,,,
episodeId,episodeTitle,firstNodeId,,,,,,
112,e12,,거짓말 하지 마십시오. 연합 한명에겐 한명분의 업무만 할당합니다!,113,FALSE,,,
113,sally,,그건 맞아. 혼자 몸도 못 가누는 <b>동생</b> 일까지 내가 해야 했거든.,114,FALSE,,,
114,e12,,아…,115,FALSE,,,
115,sally,,어렸을때 버려졌으니까 부모가 누군지도 몰라. 탓할 마음은 없어.,116,FALSE,,,
116,sally,,"열 다섯 살 때 였어. 무리해서 일하다 정신을 잃었는데, 눈을 떠보니 한쪽 팔이 날아갔더라.",117,FALSE,,,
117,shaun,,<b>. . .</b>,118,FALSE,,,
118,sally,,압착 기계쪽으로 쓰러진 모양이야. 자칫하면 머리가 날아갈 뻔했다니까.,119,FALSE,,,
119,sally,,"관리국은 어떻게 했게? 쓸모가 없어진 날, 고장 난 부품 버리듯이 소각장으로 쳐넣었어.",120,FALSE,,,
120,shaun,,그렇게 소각장에서 도망쳐 나오신 건가요?,121,FALSE,,,
121,sally,,비슷하지. <b>아무개들</b>이 손을 내밀었어. 결국 이용하려는 목적 이었지만 살아남기 위해선 어쩔 수 없었어.,122,FALSE,,,
122,sally,,원래 신분을 지우고 <b>이 이름</b>을 쓰게 된 것도 그때부터였어.,123,FALSE,,,
123,shaun,,그럼 셀리가 진짜 이름이 아닌 거예요?,124,FALSE,,,
124,sally,,"훗, 그럼. 설마 이런 짓을 하면서 본명을 쓸거라 생각한 거야?",125,FALSE,,,
125,sally,,"뭐, 아무튼 그때부터 나는 소각장에서 나처럼 죽어가던 사람들의 시체를 뒤지게 됐어.",126,FALSE,,,
126,e12,,그래도 시체를 건드리는 건…,127,FALSE,,,
127,sally,,그러다 얼마 뒤 <b>동생</b>을 만났어.,128,FALSE,,,
128,e12,,<b>동생이요…?</b>,129,FALSE,,,
129,sally,,<b>소각장에서 죽은 채로.</b> 폐기용 컨테이너에 아무렇게나 쑤셔넣어져 있더군.,130,FALSE,,,
130,sally,,그 잘난 연합이 굴리는 세상이 아직도 평등해보여?,131,FALSE,,,
131,sally,,그래도 장례를 치러 줄 수 있어서 다행이라고 해둘까.,132,FALSE,,,
132,e12,,그-그럴리가 없습니다. 연합은 모두에게… 그러니까…,133,FALSE,,,
133,sally,,이런.. 이렇게 까지 어둡게 만들 생각은 없었는데.,134,FALSE,,,
134,shaun,,전혀 아닙니다. 펍은 무거운 이야기들을 내려놓을 수 있는 곳이니까요.,135,FALSE,,,
135,shaun,,술과 함께 그 기억의 무게도 조금이나마 덜어내셨길 바랍니다.,136,FALSE,,,
136,sally,,"참, 말은 잘 한다니까.",137,FALSE,,,
137,sally,,이만 들어가 봐야겠어.,138,FALSE,,,
138,shaun,,평안한 밤 되시길 바랍니다. 조심히 들어가세요. 셀리씨.,139,FALSE,,,
139,sally,,바텐더도 오늘 골치 아픈 소동은 우리로 끝나길 바랄게.,140,FALSE,,,
140,sally,,꼬맹이 너도 상처가 더 벌어지기 전에 얌전히 병동으로 굴러가라고.,141,FALSE,,,
141,shaun,,"12님, 무리해서 일어나지 않으셔도 됩니다. 상처는 괜찮으신가요?",142,FALSE,,,
142,e12,,이 정도는 버틸 수 있습니다.,143,FALSE,,,
143,e12,,"오늘 밤 있었던 일은 보고하지 않겠습니다만, 당분간은 몸조심하십시오.",144,FALSE,,,
144,shaun,,제 걱정은 마세요.,145,FALSE,,,
145,e12,,다음에 봅시다. 그때는 칵테일만 마시러 오겠습니다.,146,FALSE,,,
146,shaun,,"네, 슬런챠의 문은 언제나 열려있습니다.",,FALSE,,,
,,,,,,,,
#NODE_CHARS,,,,,,,,
nodeId,characterKey,expressionKey,slotIndex,,,,,
0,sally,blood_tired,1,,,,,
1,sally,blood_tired,1,,,,,
2,sally,blood_tired,1,,,,,
3,sally,blood_tired,1,,,,,
4,sally,blood_tired,1,,,,,
5,sally,blood_tired,1,,,,,
6,sally,blood_mid,1,,,,,
7,e12,blood_tired,2,,,,,
8,e12,blood_tired,2,,,,,
9,e12,blood_tired,2,,,,,
10,e12,blood_angry,2,,,,,
11,e12,blood_angry,2,,,,,
12,e12,blood_angry,2,,,,,
13,e12,blood_angry,2,,,,,
14_1_1,e12,blood_angry,2,,,,,
14_1_2,e12,blood_angry,2,,,,,
14_1_3,e12,blood_angry,2,,,,,
14_2_1,e12,blood_angry,2,,,,,
14_2_2,e12,blood_angry,2,,,,,
14_2_3,e12,blood_angry,2,,,,,
15,e12,blood_angry,2,,,,,
16,e12,blood_angry,2,,,,,
17,e12,blood_tired2,2,,,,,
18,e12,blood_down,2,,,,,
19,e12,blood_down,2,,,,,
20,e12,blood_down,2,,,,,
21,e12,blood_down,2,,,,,
21,sally,blood_mid,1,,,,,
22,e12,blood_down,2,,,,,
22,sally,blood_mid,1,,,,,
23,e12,blood_down,2,,,,,
23,sally,blood_mid,1,,,,,
24,e12,blood_down,2,,,,,
24,sally,blood_mid,1,,,,,
25_1_1,e12,blood_down,2,,,,,
25_1_1,sally,blood_mid,1,,,,,
25_1_2,e12,blood_down,2,,,,,
25_1_2,sally,blood_mid,1,,,,,
25_1_3,e12,blood_down,2,,,,,
25_1_3,sally,blood_mid,1,,,,,
25_2_1,e12,blood_down,2,,,,,
25_2_1,sally,blood_mid,1,,,,,
25_2_2,e12,blood_down,2,,,,,
25_2_2,sally,blood_mid,1,,,,,
25_2_3,e12,blood_down,2,,,,,
25_2_3,sally,blood_mid,1,,,,,
25_2_4,e12,blood_down,2,,,,,
25_2_4,sally,blood_mid,1,,,,,
25_2_5,e12,blood_down,2,,,,,
25_2_5,sally,blood_mid,1,,,,,
26,e12,blood_down,2,,,,,
26,sally,blood_mid,1,,,,,
27,e12,blood_down,2,,,,,
27,sally,blood_mid,1,,,,,
28,e12,blood_down,2,,,,,
28,sally,blood_mid,1,,,,,
29,e12,blood_down,2,,,,,
29,sally,blood_mid,1,,,,,
30_1_1,e12,blood_down,2,,,,,
30_1_1,sally,blood_smile,1,,,,,
30_1_2,e12,blood_down,2,,,,,
30_1_2,sally,blood_smile,1,,,,,
30_2_1,e12,blood_down,2,,,,,
30_2_1,sally,blood_mid,1,,,,,
31,sally_e12,treatment_mid,7,,,,,
32,sally_e12,treatment_mid,7,,,,,
33,sally_e12,treatment_mid,7,,,,,
34,sally_e12,treatment_mid,7,,,,,
35,sally_e12,treatment_angry,7,,,,,
36,sally_e12,treatment_angry,7,,,,,
37,sally_e12,treatment_angry,7,,,,,
38,sally_e12,treatment_angry,7,,,,,
39,sally_e12,treatment_angry,7,,,,,
40,sally_e12,treatment_angry,7,,,,,
41,sally_e12,treatment_angry,7,,,,,
42,sally_e12,treatment_angry,7,,,,,
43,sally_e12,treatment_angry,7,,,,,
44,sally_e12,treatment_angry,7,,,,,
45,sally_e12,treatment_angry,7,,,,,
46,sally_e12,treatment_mid,7,,,,,
47,sally_e12,treatment_mid,7,,,,,
48,sally_e12,treatment_mid,7,,,,,
49,sally_e12,treatment_mid,7,,,,,
50,sally_e12,treatment_mid,7,,,,,
51,sally_e12,treatment_mid,7,,,,,
52,e12,injured_shame,2,,,,,
52,sally,blood_closed,1,,,,,
53,e12,injured_shame,2,,,,,
53,sally,blood_mid,1,,,,,
54,e12,injured_shame,2,,,,,
54,sally,blood_mid,1,,,,,
55,e12,injured_shame,2,,,,,
55,sally,blood_mid,1,,,,,
56,e12,injured_shame,2,,,,,
56,sally,blood_mid,1,,,,,
57,e12,injured_shame,2,,,,,
57,sally,blood_mid,1,,,,,
58,e12,injured_angry,2,,,,,
58,sally,blood_mid,1,,,,,
59,e12,injured_angry,2,,,,,
59,sally,blood_smile,1,,,,,
60,e12,injured_angry,2,,,,,
60,sally,blood_smile,1,,,,,
61,e12,injured_angry,2,,,,,
61,sally,blood_smile,1,,,,,
62,e12,injured_angry,2,,,,,
62,sally,blood_mid,1,,,,,
63,e12,injured_angry,2,,,,,
63,sally,blood_mid,1,,,,,
64,e12,injured_serious,2,,,,,
64,sally,blood_mid,1,,,,,
65_1_1,e12,injured_serious,2,,,,,
65_1_1,sally,blood_mid,1,,,,,
65_1_2,e12,injured_serious,2,,,,,
65_1_2,sally,blood_mid,1,,,,,
65_1_3,e12,injured_serious,2,,,,,
65_1_3,sally,blood_smile,1,,,,,
65_1_4,e12,injured_serious,2,,,,,
65_1_4,sally,blood_smile,1,,,,,
65_1_5,e12,injured_serious,2,,,,,
65_1_5,sally,blood_smile,1,,,,,
65_2_1,e12,injured_serious,2,,,,,
65_2_1,sally,blood_mid,1,,,,,
65_2_2,e12,injured_serious,2,,,,,
65_2_2,sally,blood_mid,1,,,,,
65_2_3,e12,injured_serious,2,,,,,
65_2_3,sally,blood_mid,1,,,,,
65_2_4,e12,injured_frust,2,,,,,
65_2_4,sally,blood_mid,1,,,,,
65_2_5,e12,injured_frust,2,,,,,
65_2_5,sally,blood_angry,1,,,,,
66,e12,injured_frust,2,,,,,
66,sally,blood_mid,1,,,,,
67,e12,injured_frust,2,,,,,
67,sally,blood_mid,1,,,,,
68,e12,injured_frust,2,,,,,
68,sally,blood_mid,1,,,,,
69,e12,injured_frust,2,,,,,
69,sally,blood_mid,1,,,,,
70,e12,injured_serious,2,,,,,
70,sally,blood_mid,1,,,,,
71,e12,injured_serious,2,,,,,
71,sally,blood_angry,1,,,,,
72,e12,injured_serious,2,,,,,
72,sally,blood_angry,1,,,,,
73,e12,injured_serious,2,,,,,
73,sally,blood_closed,1,,,,,
74,e12,injured_shame,2,,,,,
74,sally,blood_closed,1,,,,,
75,e12,injured_shame,2,,,,,
75,sally,blood_closed,1,,,,,
76_1_1,e12,injured_shame,2,,,,,
76_1_1,sally,blood_mid,1,,,,,
76_1_2,e12,injured_shame,2,,,,,
76_1_2,sally,blood_mid,1,,,,,
76_1_3,e12,injured_angry,2,,,,,
76_1_3,sally,blood_mid,1,,,,,
76_2_1,e12,injured_shame,2,,,,,
76_2_1,sally,blood_mid,1,,,,,
76_2_2,e12,injured_shame,2,,,,,
76_2_2,sally,blood_mid,1,,,,,
76_2_3,e12,injured_shame,2,,,,,
76_2_3,sally,blood_mid,1,,,,,
76_2_4,e12,injured_angry,2,,,,,
76_2_4,sally,blood_mid,1,,,,,
77,e12,injured_angry,2,,,,,
77,sally,blood_mid,1,,,,,
78,e12,injured_serious,2,,,,,
78,sally,blood_mid,1,,,,,
79,e12,injured_serious,2,,,,,
79,sally,blood_mid,1,,,,,
80,e12,injured_serious,2,,,,,
80,sally,blood_mid,1,,,,,
81,e12,injured_serious,2,,,,,
81,sally,blood_mid,1,,,,,
82,e12,injured_serious,2,,,,,
82,sally,blood_angry,1,,,,,
83,e12,injured_serious,2,,,,,
83,sally,blood_angry,1,,,,,
84,e12,injured_serious,2,,,,,
84,sally,blood_angry,1,,,,,
85_1_1,e12,injured_serious,2,,,,,
85_1_1,sally,blood_smile,1,,,,,
85_1_2,e12,injured_serious,2,,,,,
85_1_2,sally,blood_smile,1,,,,,
85_2_1,e12,injured_serious,2,,,,,
85_2_1,sally,blood_mid,1,,,,,
85_2_2,e12,injured_serious,2,,,,,
85_2_2,sally,blood_mid,1,,,,,
86,e12,injured_shame,2,,,,,
86,sally,blood_mid,1,,,,,
87,e12,injured_shame,2,,,,,
87,sally,blood_mid,1,,,,,
88,e12,injured_angry,2,,,,,
88,sally,blood_mid,1,,,,,
89,e12,injured_angry,2,,,,,
89,sally,blood_smile,1,,,,,
90,e12,injured_serious,2,,,,,
90,sally,blood_smile,1,,,,,
91,e12,injured_serious,2,,,,,
91,sally,blood_smile,1,,,,,
92,e12,injured_serious,2,,,,,
92,sally,blood_smile,1,,,,,
93_1_1,e12,injured_shame,2,,,,,
93_1_1,sally,blood_smile,1,,,,,
93_1_2,e12,injured_shame,2,,,,,
93_1_2,sally,blood_smile,1,,,,,
93_1_3,e12,injured_shame,2,,,,,
93_1_3,sally,blood_smile,1,,,,,
93_1_4,e12,injured_shame,2,,,,,
93_1_4,sally,blood_smile,1,,,,,
93_1_5,e12,injured_shame,2,,,,,
93_1_5,sally,blood_mid,1,,,,,
93_2_1,e12,injured_shame,2,,,,,
93_2_1,sally,blood_mid,1,,,,,
93_2_2,e12,injured_shame,2,,,,,
93_2_2,sally,blood_mid,1,,,,,
93_2_3,e12,injured_shame,2,,,,,
93_2_3,sally,blood_mid,1,,,,,
93_2_4,e12,injured_shame,2,,,,,
93_2_4,sally,blood_mid,1,,,,,
93_2_5,e12,injured_shame,2,,,,,
